,PROPERTY TYPE,ADDRESS,LOCATION,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,DAYS ON MARKET,HOA/MONTH,URL
2580,Condo/Co-op 2018,1200 Howell St #3111 Seattle WA 98101,Denny Triangle,1299950.0,2,2,105,96799,91.0,906.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3111/home/144900838
2581,Condo/Co-op 2018,1200 Howell St #3308 Seattle WA 98101,Denny Triangle,1429950.0,2,2,101,96799,91.0,873.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3308/home/144900834
2582,Condo/Co-op 2018,1200 Howell St #3802 Seattle WA 98101,Denny Triangle,1249950.0,2,2,945,96799,91.0,815.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3802/home/144900828
2583,Condo/Co-op 2018,1200 Howell St #3805 Seattle WA 98101,Denny Triangle,1349950.0,2,2,103,96799,91.0,893.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3805/home/144900827
2584,Condo/Co-op 2018,1200 Howell St #3705 Seattle WA 98101,Denny Triangle,1299950.0,2,2,103,96799,91.0,893.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3705/home/144900826
2585,Condo/Co-op 2018,1200 Howell St #3708 Seattle WA 98101,Denny Triangle,3495995.0,3,3.5,188,96799,91.0,1622,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3708/home/144900825
2586,Condo/Co-op 2018,1200 Howell St #3710 Seattle WA 98101,Denny Triangle,2149950.0,3,2,151,96799,91.0,1310,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3710/home/144900824
2587,Condo/Co-op 2018,1200 Howell St #3801 Seattle WA 98101,Denny Triangle,1474950.0,2,2,102,96799,91.0,885.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3801/home/144900823
2588,Condo/Co-op 2018,1200 Howell St Ph 100 Seattle WA 98101,Denny Triangle,2200000.0,3,2,156,96799,91.0,1354,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-100/home/144900817
2589,Condo/Co-op 2018,1200 Howell St Ph 101 Seattle WA 98101,Denny Triangle,2100000.0,3,2,150,96799,91.0,1294,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-101/home/144900815
2590,Condo/Co-op 2018,909 5th Ave #2004 Seattle WA 98164,Downtown,985000.0,1,1.5,120,9525,98.0,1069,http://www.redfin.com/WA/Seattle/1099-Stewart-St-98101/unit-2004/home/17381962
2591,Condo/Co-op 2018,1200 Howell #3701 Seattle WA 98101,Denny Triangle,1449950.0,2,2,102,96799,271.0,890.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3701/home/143409968
2592,Condo/Co-op 2018,1200 Howell St #2411 Seattle WA 98101,Denny Triangle,1269950.0,2,2,103,96799,287.0,889.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-2411/home/143148346
2593,Condo/Co-op 2018,1200 Howell St #3600 Seattle WA 98101,Denny Triangle,1899950.0,2,2,135,96799,287.0,1177,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3600/home/143147902
2594,Condo/Co-op 2018,1200 Howell St #3011 Seattle WA 98101,Denny Triangle,1270000.0,2,2,105,96799,287.0,906.,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-3011/home/143147858
2595,Condo/Co-op 2018,1521 2nd Ave #3801 Seattle WA 98101,Downtown,3999880.0,2,1.75,245,96799,332.0,1743,http://www.redfin.com/WA/Seattle/1521-2nd-Ave-98101/unit-3801/home/21883627
2596,Condo/Co-op 2018,99 Union St #1202 Seattle WA 98101,Downtown,12500000.0,2,2.25,429,96799,349.0,6237,http://www.redfin.com/WA/Seattle/99-Union-St-98101/unit-1202/home/25674730
2597,Condo/Co-op 2018,1200 Howell St #1905 Seattle WA 98101,Denny Triangle,2195950.0,2,2.5,173,96799,432.0,1500,http://www.redfin.com/WA/Seattle/1200-Howell-St-98101/unit-1905/home/113425818
2598,Single Family Residential 2018,23608 112th Ave SE Kent WA 98031,Kent,374880.0,3,2,215,20250,3.0,274.,http://www.redfin.com/WA/Kent/23608-112th-Ave-SE-98031/home/221176
2599,Single Family Residential 2018,23504 105th Place SE Kent WA 98031,Park Orchard,339950.0,3,1,109,11145,3.0,274.,http://www.redfin.com/WA/Kent/23504-105th-Pl-SE-98031/home/221286
2600,Single Family Residential 2018,10501 SE 220th St Kent WA 98031,East Hill,469000.0,3,1.75,170,17636,3.0,274.,http://www.redfin.com/WA/Kent/10501-SE-220th-St-98031/home/387074
2601,Condo/Co-op 2018,23822 102nd Ave SE Unit D4 Kent WA 98031,East Hill,169500.0,2,1.75,980,96799,3.0,358.,http://www.redfin.com/WA/Kent/23822-102nd-Ave-SE-98031/unit-D-4/home/17080093
2602,Condo/Co-op 2018,11130 SE 208th St Unit N104 Kent WA 98031,East Hill,190000.0,1,1,770,229301,3.0,274.,http://www.redfin.com/WA/Kent/11130-SE-208th-St-98031/unit-N104/home/145693422
2603,Single Family Residential 2018,10804 SE 232nd St Kent WA 98031,Park Orchard,325000.0,3,1,109,7546,4.0,274.,http://www.redfin.com/WA/Kent/10804-SE-232nd-St-98031/home/222563
2604,Single Family Residential 2018,12566 SE 231st St Kent WA 98031,Kent,385000.0,4,1.75,167,7810,4.0,274.,http://www.redfin.com/WA/Kent/12566-SE-231st-St-98031/home/220521
2605,Single Family Residential 2018,20623 119th Ave SE Kent WA 98031,Kentridge,525000.0,3,3.25,211,19022,4.0,274.,http://www.redfin.com/WA/Kent/20623-119th-Ave-SE-98031/home/144408952
2606,Single Family Residential 2018,19631 117th Place SE Kent WA 98031,Panther Lake,575990.0,4,2.25,253,5391,4.0,121.,http://www.redfin.com/WA/Kent/19631-117th-Pl-SE-98031/home/145682760
2607,Single Family Residential 2018,12209 SE 208th St. Kent WA 98031,East Hill,265000.0,3,1,115,15791,4.0,274.,http://www.redfin.com/WA/Kent/12209-SE-208th-St-98031/home/225936
2608,Single Family Residential 2018,20219 127th Place SE Kent WA 98031,Kentridge,399950.0,4,2,154,8161,4.0,274.,http://www.redfin.com/WA/Kent/20219-127th-Pl-SE-98031/home/220230
2609,Single Family Residential 2018,9215 S 222nd St Kent WA 98031,East Hill,629999.0,4,2.5,300,6063,4.0,274.,http://www.redfin.com/WA/Kent/9215-S-222nd-St-98031/home/12301483
2610,Single Family Residential 2018,22230 125th Ct SE Kent WA 98031,East Hill,499850.0,4,2.5,274,6073,4.0,274.,http://www.redfin.com/WA/Kent/22230-125th-Ct-SE-98031/home/225540
2611,Single Family Residential 2018,12523 SE 236th Ct Kent WA 98031,Kent,450000.0,4,2.5,233,4587,4.0,274.,http://www.redfin.com/WA/Kent/12523-SE-236th-Ct-98031/home/2116543
2612,Single Family Residential 2018,20044 104th Place SE Kent WA 98031,East Hill,315000.0,2,1,800,5313,11.0,274.,http://www.redfin.com/WA/Kent/20044-104th-Pl-SE-98031/home/386760
2613,Single Family Residential 2018,9529 S 237th Place Kent WA 98031,East Hill,725000.0,4,3,360,8128,11.0,274.,http://www.redfin.com/WA/Kent/9529-S-237th-Pl-98031/home/387000
2614,Vacant Land 2018,20400 108th Ave SE Kent WA 98031,East Hill,2500000.0,0,2.56,256,101495,11.0,274.,http://www.redfin.com/WA/Kent/20400-108th-Ave-SE-98031/home/145607395
2615,Single Family Residential 2018,11418 SE 215th St Kent WA 98031,Kent,465000.0,4,2.25,191,8824,11.0,274.,http://www.redfin.com/WA/Kent/11418-SE-215th-St-98031/home/226053
2616,Single Family Residential 2018,23730 124th Ave SE Kent WA 98031,East Hill,609000.0,4,3.75,444,17970,12.0,274.,http://www.redfin.com/WA/Kent/23730-124th-Ave-SE-98031/home/2116895
2617,Single Family Residential 2018,24228 93rd Ct S Kent WA 98030,East Hill,663500.0,4,2.75,311,5033,13.0,30.0,http://www.redfin.com/WA/Kent/24228-93rd-Pl-S-98031/home/145583703
2618,Vacant Land 2018,240th St SE Kent WA 98042,Lake Youngs,525000.0,0,2.56,256,207851,14.0,274.,http://www.redfin.com/WA/Kent/SE-240th-St-Unknown/home/398969
2619,Single Family Residential 2018,24201 93rd Ct S #10 Kent WA 98030,East Hill,647000.0,4,2.75,307,5549,15.0,30.0,http://www.redfin.com/WA/Kent/24201-93rd-Pl-S-98031/unit-10/home/144856048
2620,Multi-Family (5+ Unit) 2018,10835 SE 200th St Kent WA 98031,Kent,2475000.0,12,6,107,58500,17.0,274.,http://www.redfin.com/WA/Kent/10835-SE-200th-St-98031/home/2076556
2621,Single Family Residential 2018,21509 95th Place S Kent WA 98031,Garrison Creek,674950.0,4,3,383,14825,19.0,274.,http://www.redfin.com/WA/Kent/21509-95th-Pl-S-98031/home/386745
2622,Single Family Residential 2018,20024 90th (Lot 18) Place S Kent WA 98031,Kent,596990.0,4,2.5,255,6770,20.0,50.0,http://www.redfin.com/WA/Kent/20024-90th-Lot-18-Pl-S-98031/home/145547224
2623,Single Family Residential 2018,11731 SE 239th St Kent WA 98031,Kent,475000.0,3,2.5,237,5117,24.0,99.0,http://www.redfin.com/WA/Kent/11731-SE-239th-Pl-98031/unit-46/home/22401609
2624,Condo/Co-op 2018,10825 SE 200th St Unit G-101 Kent WA 98031,Panther Lake,237500.0,2,2,981,96799,25.0,423.,http://www.redfin.com/WA/Kent/10825-SE-200th-St-98031/unit-G101/home/4352
2625,Single Family Residential 2018,19506 121st                 (Lot 2) Place SE Kent WA 98031,Panther Lake,719560.0,5,3.25,331,4500,26.0,62.0,http://www.redfin.com/WA/Kent/19506-121st-Lot-2-Pl-SE-98031/home/145497742
2626,Single Family Residential 2018,20002 90th (Lot 22) Place S Kent WA 98031,Kent,599990.0,4,2.5,255,6770,29.0,50.0,http://www.redfin.com/WA/Kent/20002-90th-Lot-22-Pl-S-98031/home/145421872
2627,Single Family Residential 2018,23743 100th Ave SE Kent WA 98031,East Hill,348888.0,4,2.5,274,11475,31.0,274.,http://www.redfin.com/WA/Kent/23743-100th-Ave-SE-98031/home/397977
2628,Single Family Residential 2018,12511 SE 232nd St Kent WA 98031,East Hill,385000.0,3,2,171,6969,32.0,274.,http://www.redfin.com/WA/Kent/12511-SE-232nd-St-98031/home/223335
2629,Single Family Residential 2018,24202 93rd Ct S Kent WA 98030,East Hill,619000.0,4,2.75,271,5059,41.0,30.0,http://www.redfin.com/WA/Kent/24202-93rd-Pl-S-98031/home/145300380
2630,Single Family Residential 2018,9605 S 236th Place Kent WA 98031,Kent,499880.0,5,2.5,307,5827,59.0,274.,http://www.redfin.com/WA/Kent/9605-S-236th-Pl-98031/home/2115846
2631,Single Family Residential 2018,9515 S 202nd St Kent WA 98031,Kent,999950.0,3,2.75,487,38521,59.0,274.,http://www.redfin.com/WA/Kent/9515-S-202nd-St-98031/home/385697
2632,Single Family Residential 2018,9606 S 208th St Kent WA 98031,Kent,425000.0,2,1.75,116,27824,60.0,274.,http://www.redfin.com/WA/Kent/9606-S-208th-St-98031/home/386906
2633,Single Family Residential 2018,24210 93rd Ct S Kent WA 98030,East Hill,627000.0,4,2.75,273,5059,63.0,35.0,http://www.redfin.com/WA/Kent/24210-93rd-Pl-S-98031/home/145166276
2634,Single Family Residential 2018,21333 108th Ave SE Kent WA 98031,East Hill,315000.0,3,1.5,109,8148,64.0,274.,http://www.redfin.com/WA/Kent/21333-108th-Ave-SE-98031/home/386521
2635,Vacant Land 2018,22234 100th Ave SE Kent WA 98031,East Hill,90000.0,0,2.56,256,11352,68.0,274.,http://www.redfin.com/WA/Kent/22234-100th-Ave-SE-98031/home/22092331
2636,Single Family Residential 2018,19225 124th Ave SE Kent WA 98031,East Hill,634900.0,4,2.5,244,47044,73.0,274.,http://www.redfin.com/WA/Kent/19225-124th-Ave-SE-98031/home/225977
2637,Single Family Residential 2018,22228 94th Ave S Kent WA 98031,Garrison Creek,615000.0,5,2.56,278,59677,79.0,274.,http://www.redfin.com/WA/Kent/22228-94th-Ave-S-98031/home/386076
2638,Multi-Family (5+ Unit) 2018,826 Woodford Ave Kent WA 98031,Kent,2500000.0,6,7,256,14396,80.0,274.,http://www.redfin.com/WA/Kent/826-Woodford-Ave-N-98031/home/2080042
2639,Single Family Residential 2018,19623 117th Place SE Kent WA 98031,Panther Lake,703554.0,5,2.75,283,4727,86.0,121.,http://www.redfin.com/WA/Kent/19623-117th-Pl-SE-98031/home/144919157
2640,Vacant Land 2018,254XX 132nd Ave SE Kent WA 98042,East Hill,299950.0,0,2.56,256,89051,87.0,274.,http://www.redfin.com/WA/Kent/254XX-132nd-Ave-SE-98042/home/144914498
2641,Single Family Residential 2018,19611 117th Place SE Kent WA 98031,Panther Lake,701476.0,4,2.5,283,4647,101.0,121.,http://www.redfin.com/WA/Kent/19611-117th-Pl-SE-98031/home/144825574
2642,Single Family Residential 2018,24214 93rd Ct S Kent WA 98030,East Hill,619500.0,4,2.75,272,5549,108.0,30.0,http://www.redfin.com/WA/Kent/24214-93rd-Pl-S-98031/home/144801626
2643,Single Family Residential 2018,22114 96th Place S Kent WA 98031,Kent,500000.0,4,2.5,294,6152,116.0,274.,http://www.redfin.com/WA/Kent/22114-96th-Pl-S-98031/home/386799
2644,Single Family Residential 2018,12805 SE 208th St Kent WA 98031,Kentridge,1300000.0,3,1.75,144,74487,134.0,274.,http://www.redfin.com/WA/Kent/12805-SE-208th-St-98031/home/223307
2645,Vacant Land 2018,234 94th Ave S Kent WA 98031,East Hill,109000.0,0,2.56,256,34960,159.0,274.,http://www.redfin.com/WA/Kent/234-94th-Ave-S-98031/home/143673948
2646,Vacant Land 2018,95 S 212th Wy Kent WA 98031,East Hill,135000.0,0,2.56,256,129759,186.0,274.,http://www.redfin.com/WA/Kent/95-S-212th-St-Unknown/home/144324570
2647,Single Family Residential 2018,24232 93rd Ct S Kent WA 98030,East Hill,659000.0,4,2.75,311,5033,217.0,30.0,http://www.redfin.com/WA/Kent/24232-93rd-Pl-S-98031/home/144090730
2648,Vacant Land 2018,226 94th Ave S Kent WA 98031,Kent,150000.0,0,2.56,256,9161,328.0,274.,http://www.redfin.com/WA/Kent/226-94th-Ave-S-98031/home/134162306
2649,Vacant Land 2018,21819 B 100th Ave SE Kent WA 98031,East Hill,164500.0,0,2.56,256,84942,353.0,274.,http://www.redfin.com/WA/Kent/21819-100th-Ave-SE-98031/home/386346
2650,Vacant Land 2018,210 116th Ave SE Kent WA 98031,Kentridge,152000.0,0,2.56,256,36590,475.0,274.,http://www.redfin.com/WA/Kent/210-116th-Ave-SE-98031/home/113004593
2651,Vacant Land 2018,23215 132 Ave SE Unit 1-10 Kent WA 98031,East Hill,1120000.0,0,2.56,256,96267,895.0,274.,http://www.redfin.com/WA/Kent/23215-132nd-Ave-SE-98042/unit-1-10/home/105415910
2652,Single Family Residential 2018,Plan 3318 Classic Kent WA 98031,Marbella,719950.0,5,3.5,331,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Marbella/Plan-3318-Classic/home/145544304
2653,Single Family Residential 2018,Homesite 343 Kent WA 98031,Brightview,674990.0,5,4,358,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Brightview/Homesite-343/home/145558229
2654,Single Family Residential 2018,Homesite 510 Kent WA 98031,Brightview,588990.0,4,2.5,255,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Brightview/Homesite-510/home/145558227
2655,Single Family Residential 2018,Quincy Kent WA 98031,Aston Crest,672640.0,4,2,283,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Aston-Crest/Quincy/home/144482244
2656,Single Family Residential 2018,McCleary Kent WA 98031,Aston Crest,575990.0,4,2.5,253,96799,83.95428033866416,274.,http://www.redfin.com/WA/Kent/Aston-Crest/McCleary/home/144482245
2657,Townhouse 2018,11805 NE 105th Lane Kirkland WA 98033,Forbes Creek,649880.0,2,1.5,137,4115,10.0,270.,http://www.redfin.com/WA/Kirkland/11805-NE-105th-Ln-98033/home/461150
2658,Townhouse 2018,8929 123rd Lane NE Kirkland WA 98033,North Rose Hill,685000.0,3,2.25,151,152477,1.0,450.,http://www.redfin.com/WA/Kirkland/8929-123rd-Ln-NE-98033/home/9654
2659,Single Family Residential 2018,407 13th Ave W Kirkland WA 98033,West Of Market,1480000.0,3,2.5,185,3600,3.0,274.,http://www.redfin.com/WA/Kirkland/407-13th-Ave-W-98033/home/461618
2660,Single Family Residential 2018,10719 NE 65th Lane #14 Kirkland WA 98033,Houghton,1450000.0,4,3.5,260,3950,3.0,146.,http://www.redfin.com/WA/Kirkland/10719-NE-65th-Ln-98033/unit-14/home/52428603
2661,Condo/Co-op 2018,6401 Lake Washington Blvd NE #309 Kirkland WA 98033,Downtown,1100000.0,2,1.75,120,33297,3.0,688.,http://www.redfin.com/WA/Kirkland/6401-Lake-Washington-Blvd-NE-98033/unit-309/home/12022
2662,Single Family Residential 2018,7042 122nd Ave NE Kirkland WA 98033,Bridle Trails,969000.0,4,2.5,204,9835,4.0,274.,http://www.redfin.com/WA/Kirkland/7042-122nd-Ave-NE-98033/home/514974
2663,Single Family Residential 2018,13014 NE 96th Place Kirkland WA 98033,Rose Hill,1600000.0,4,3.5,308,7100,4.0,274.,http://www.redfin.com/WA/Kirkland/13014-NE-96th-Pl-98033/home/52428765
2664,Single Family Residential 2018,742 2nd St S Kirkland WA 98033,Downtown,3450000.0,5,3.5,453,8000,4.0,274.,http://www.redfin.com/WA/Kirkland/742-2nd-St-S-98033/home/464318
2665,Single Family Residential 2018,5903 106th Ave NE Kirkland WA 98033,Houghton,2180000.0,4,4,456,8778,4.0,274.,http://www.redfin.com/WA/Kirkland/5903-106th-Ave-NE-98033/home/2063360
2666,Condo/Co-op 2018,11336 NE 67th St Unit B-1 Kirkland WA 98033,Houghton,898000.0,2,2.25,189,96799,4.0,450.,http://www.redfin.com/WA/Kirkland/11336-NE-67th-St-98033/unit-B1/home/38795
2667,Single Family Residential 2018,12422 NE 111th Place Kirkland WA 98033,North Rose Hill,1250000.0,4,4.25,281,7190,4.0,274.,http://www.redfin.com/WA/Kirkland/12422-NE-111th-Pl-98033/home/513674
2668,Single Family Residential 2018,6420 114th Ave NE Kirkland WA 98033,Houghton,998888.0,4,3.5,339,8825,4.0,274.,http://www.redfin.com/WA/Kirkland/6420-114th-Ave-NE-98033/home/460181
2669,Single Family Residential 2018,12412 109th Place Kirkland WA 98033,North Rose Hill,680000.0,4,2,130,7500,4.0,274.,http://www.redfin.com/WA/Kirkland/12412-NE-109th-Pl-98033/home/513381
2670,Single Family Residential 2018,13102 NE 97th St #1 Kirkland WA 98033,North Rose Hill,1728885.0,5,2.75,339,7680,4.0,274.,http://www.redfin.com/WA/Kirkland/13102-NE-97th-St-98033/unit-1/home/145680223
2671,Single Family Residential 2018,733 20th Ave W Kirkland WA 98033,West Of Market,1499888.0,4,2.5,300,6930,4.0,274.,http://www.redfin.com/WA/Kirkland/733-20th-Ave-W-98033/home/12539458
2672,Condo/Co-op 2018,375 Kirkland Ave #117 Kirkland WA 98033,Downtown,465000.0,1,1,746,72000,4.0,333.,http://www.redfin.com/WA/Kirkland/375-Kirkland-Ave-98033/unit-117/home/12091270
2673,Single Family Residential 2018,11003 NE 64th St Kirkland WA 98033,Houghton,999000.0,3,2,140,7235,4.0,274.,http://www.redfin.com/WA/Kirkland/11003-NE-64th-St-98033/home/460064
2674,Single Family Residential 2018,11237 NE 58th Place Kirkland WA 98033,Houghton,1258000.0,4,2.25,244,8846,4.0,274.,http://www.redfin.com/WA/Kirkland/11237-NE-58th-Pl-98033/home/460197
2675,Single Family Residential 2018,13031 NE 100th St Kirkland WA 98033,North Rose Hill,935000.0,3,2.5,198,10057,4.0,274.,http://www.redfin.com/WA/Kirkland/13031-NE-100th-St-98033/home/512726
2676,Single Family Residential 2018,1328 3rd St Kirkland WA 98033,East Of Market,2490000.0,5,4,527,8504,5.0,274.,http://www.redfin.com/WA/Kirkland/1328-3rd-St-98033/home/463477
2677,Single Family Residential 2018,1201 1st St Kirkland WA 98033,East Of Market,1695000.0,3,3,309,5222,5.0,274.,http://www.redfin.com/WA/Kirkland/1201-1st-St-98033/home/461365
2678,Single Family Residential 2018,12615 NE 85th Lane Kirkland WA 98033,North Rose Hill,1600000.0,4,3.25,325,7209,5.0,274.,http://www.redfin.com/WA/Kirkland/12615-NE-85th-St-98033/home/513352
2679,Single Family Residential 2018,11220 NE 95th St Kirkland WA 98033,Highlands,2185000.0,5,4.25,406,8960,5.0,274.,http://www.redfin.com/WA/Kirkland/11220-NE-95th-St-98033/home/463984
2680,Single Family Residential 2018,7035 126th Ave NE Kirkland WA 98033,Rose Hill,1985000.0,5,4,436,9218,5.0,274.,http://www.redfin.com/WA/Kirkland/7035-126th-Ave-NE-98033/home/514123
2681,Single Family Residential 2018,12410 NE 104th St Kirkland WA 98033,Rose Hill,1165000.0,4,2.75,334,12538,6.0,274.,http://www.redfin.com/WA/Kirkland/12410-NE-104th-St-98033/home/511353
2682,Condo/Co-op 2018,501 Kirkland Ave #207 Kirkland WA 98033,Downtown,745000.0,2,1.75,156,96799,6.0,690.,http://www.redfin.com/WA/Kirkland/501-Kirkland-Ave-98033/unit-207/home/17632
2683,Condo/Co-op 2018,4507 Lake Washington Blvd NE Kirkland WA 98033,Yarrow Point,2500000.0,3,2.5,253,9100,6.0,650.,http://www.redfin.com/WA/Kirkland/4507-Lake-Washington-Blvd-NE-98033/home/54477757
2684,Single Family Residential 2018,314 10th Ave W Kirkland WA 98033,West Of Market,1540000.0,4,2.75,230,5520,8.0,274.,http://www.redfin.com/WA/Kirkland/314-10th-Ave-W-98033/home/461564
2685,Single Family Residential 2018,13120 NE 104th St Kirkland WA 98033,North Rose Hill,1300000.0,4,2.5,279,7187,10.0,274.,http://www.redfin.com/WA/Kirkland/13120-NE-104th-St-98033/home/512697
2686,Single Family Residential 2018,10811 102nd Ave NE Kirkland WA 98033,Kirkland,1488000.0,5,2.5,388,12987,11.0,274.,http://www.redfin.com/WA/Kirkland/10811-102nd-Ave-NE-98033/home/2083204
2687,Single Family Residential 2018,10216 132nd Ave NE Kirkland WA 98033,North Rose Hill,995000.0,2,2,309,17550,11.0,274.,http://www.redfin.com/WA/Kirkland/10216-132nd-Ave-NE-98033/home/512963
2688,Single Family Residential 2018,12416 NE 107th Place Kirkland WA 98033,Rose Hill,1200000.0,5,3.5,314,9500,11.0,274.,http://www.redfin.com/WA/Kirkland/12416-NE-107th-Pl-98033/home/512123
2689,Single Family Residential 2018,1525 3rd Place Kirkland WA 98033,East Of Market,1598000.0,4,3,182,11060,11.0,274.,http://www.redfin.com/WA/Kirkland/1525-3rd-Pl-98033/home/463479
2690,Single Family Residential 2018,145 19th Ave Kirkland WA 98033,East Of Market,1189995.0,4,2.75,258,8496,11.0,274.,http://www.redfin.com/WA/Kirkland/145-19th-Ave-98033/home/461522
2691,Single Family Residential 2018,3715 96th Ave NE Kirkland WA 98033,Yarrow Point,2400000.0,4,3.25,366,14924,12.0,274.,http://www.redfin.com/WA/Kirkland/3715-96th-Ave-NE-98033/home/250270
2692,Single Family Residential 2018,12220 NE 67th St Kirkland WA 98033,Bridle Trails,850000.0,4,2.25,247,10790,12.0,274.,http://www.redfin.com/WA/Kirkland/12220-NE-67th-St-98033/home/515669
2693,Multi-Family (5+ Unit) 2018,5210 Lake Washington Blvd Kirkland WA 98033,Kirkland,4295000.0,6,7,722,12405,13.0,274.,http://www.redfin.com/WA/Kirkland/5210-Lake-Washington-Blvd-NE-98033/home/2081981
2694,Single Family Residential 2018,353 11th Place Kirkland WA 98033,East Of Market,1485000.0,4,2.25,205,9975,13.0,274.,http://www.redfin.com/WA/Kirkland/353-11th-Pl-98033/home/462165
2695,Single Family Residential 2018,645 18th Ave W Kirkland WA 98033,West Of Market,1698000.0,4,3.25,301,12831,13.0,274.,http://www.redfin.com/WA/Kirkland/645-18th-Ave-W-98033/home/462856
2696,Single Family Residential 2018,11820 NE 71st Ln (Unit 24) Kirkland WA 98033,Rose Hill,1799995.0,4,2.5,325,3488,15.0,175.,http://www.redfin.com/WA/Kirkland/11820-NE-71st-Ln-98033/home/143025742
2697,Single Family Residential 2018,10618 NE 46th St Kirkland WA 98033,Houghton,1395950.0,3,2,193,13162,17.0,274.,http://www.redfin.com/WA/Kirkland/10618-NE-46th-St-98033/home/460464
2698,Single Family Residential 2018,12414 NE 70th Ct Kirkland WA 98033,Rose Hill,1898000.0,5,3.75,409,14356,18.0,274.,http://www.redfin.com/WA/Kirkland/12414-NE-70th-Ct-98033/home/112863614
2699,Single Family Residential 2018,11815 NE 70th Ln (Unit 3) Kirkland WA 98033,Rose Hill,1376995.0,4,2.5,269,4836,19.0,175.,http://www.redfin.com/WA/Kirkland/11815-NE-70th-Pl-98033/home/145550545
2700,Single Family Residential 2018,6100 114th Ave NE Kirkland WA 98033,Houghton,1799980.0,4,3.25,420,9516,19.0,274.,http://www.redfin.com/WA/Kirkland/6100-114th-Ave-NE-98033/home/460661
2701,Single Family Residential 2018,145 5th Ave W Kirkland WA 98033,West Of Market,3398000.0,4,5.25,452,6120,20.0,274.,http://www.redfin.com/WA/Kirkland/145-5th-Ave-W-98033/home/463191
2702,Single Family Residential 2018,719 4th St W Kirkland WA 98033,West Of Market,4888600.0,5,3.25,521,14312,20.0,274.,http://www.redfin.com/WA/Kirkland/719-4th-St-W-98033/home/464406
2703,Single Family Residential 2018,12607 NE 72nd St Kirkland WA 98033,Rose Hill,1550000.0,3,2,170,9660,20.0,274.,http://www.redfin.com/WA/Kirkland/12607-NE-72nd-St-98033/home/516320
2704,Single Family Residential 2018,9302 110th Place NE Kirkland WA 98033,Highlands,2200000.0,3,2.25,368,33241,21.0,274.,http://www.redfin.com/WA/Kirkland/9302-110th-Pl-NE-98033/home/2073517
2705,Single Family Residential 2018,6302 108th Ave NE Kirkland WA 98033,Houghton,1495000.0,3,2.5,251,12129,21.0,274.,http://www.redfin.com/WA/Kirkland/6302-108th-Ave-NE-98033/home/459715
2706,Townhouse 2018,303 4th Ave (Unit 4) Kirkland WA 98033,Downtown,1699950.0,3,3.25,260,96799,24.0,250.,http://www.redfin.com/WA/Kirkland/303-4th-Ave-98033/home/145520918
2707,Townhouse 2018,8804 123rd Lane NE Kirkland WA 98033,Rose Hill,685000.0,2,2.25,146,152477,25.0,420.,http://www.redfin.com/WA/Kirkland/8804-123rd-Ln-NE-98033/home/71960
2708,Single Family Residential 2018,13606 NE 104th St Kirkland WA 98033,North Rose Hill,4400000.0,4,2.5,280,223712,25.0,274.,http://www.redfin.com/WA/Kirkland/13606-NE-104th-St-98033/home/512921
2709,Condo/Co-op 2018,6401 Lake Washington Blvd NE #409 Kirkland WA 98033,Houghton,1080000.0,2,1.75,120,33297,25.0,711.,http://www.redfin.com/WA/Kirkland/6401-Lake-Washington-Blvd-NE-98033/unit-409/home/25413
2710,Single Family Residential 2018,10524 NE 58th St Kirkland WA 98033,Houghton,2350000.0,4,3.25,516,8500,25.0,274.,http://www.redfin.com/WA/Kirkland/10524-NE-58th-St-98033/home/460155
2711,Single Family Residential 2018,1812 1st St Kirkland WA 98033,East Of Market,1595000.0,4,3.5,324,7202,26.0,274.,http://www.redfin.com/WA/Kirkland/1812-1st-St-98033/home/460960
2712,Townhouse 2018,9229 122nd Ct NE Unit C-126 Kirkland WA 98033,North Rose Hill,629900.0,2,2.5,115,156011,28.0,316.,http://www.redfin.com/WA/Kirkland/9229-122nd-Ct-NE-98033/unit-C126/home/72444
2713,Single Family Residential 2018,9424 114th Ave NE Kirkland WA 98033,Highlands,1698800.0,5,3.5,317,10625,32.0,274.,http://www.redfin.com/WA/Kirkland/9424-114th-Ave-NE-98033/home/464466
