,ADDRESS,BATHS,BEDS,CITY,DAYS ON MARKET,DESC,HOA/MONTH,LATITUDE,LOCATION,LONGITUDE,LOT SIZE,PRICE,PROPERTY TYPE,SALE TYPE,SQUARE FEET,SQUAREFT,STATE,STATUS,URL,YEAR BUILT,ZIP,FAVORITED
180,9800 Marine View Dr,3.5,5,Mukilteo,2,"Private Homesite on a Big Sound View Lot. Expansive Entry Opens To Spacious Living Room And Formal Dining Room. Wonderful Traditional Touches Include Marble Entry, 6 Panel Doors, Painted Millwork, Crown Moldings, And Granite Kitchen Counters. Bonus Room Plus 5 Bedrooms (Or 4 Bedrooms Plus Den). Built-in Vacuum, Jetted Master Tub, Pool and spa, view decks, Security System, And Sprinkler System.",0.0,47.9096975,Harbour Pointe,-122.3194915,15246.0,1295000,Single Family Residential,MLS Listing,3730.0,347.0,WA,Active,http://www.redfin.com/WA/Mukilteo/9800-Marine-View-Dr-98275/home/2804067,1989.0,98275,N
181,701 122 Ave NE #208,1.0,1,Bellevue,2,A terrific view property with modern flair near the heart of downtown Bellevue. Why fight traffic when you can be this close to everything? Remodeled with slab granite countertops and stainless steel appliances; the bathroom has been remodeled as well. No stairs to get into your new home which has a beautiful unobstructed view of downtown Bellevue and faces west for terrific natural light. The complex features a community swimming pool & exercise rm. The private patio is massive!,388.0,47.61578460000001,Downtown Bellevue,-122.1783203,68240.0,399999,Condo/Co-op,MLS Listing,623.0,642.0,WA,Active,http://www.redfin.com/WA/Bellevue/701-122nd-Ave-NE-98005/unit-208/home/22692031,1968.0,98005,N
182,3423 23rd Ave S,2.0,4,Seattle,2,"Home house has 4 Bedrooms 2 bathrooms with hardwood Floors, Fireplace. Large kitchen with eating nook, updated Granite Slab Counter tops & Stainless Steel Appliances. New Refrigerator, 2 car garage Basement a Bedroom full bath, storage & separate entrance. W/ D hookup. New paint inside & out. Attached & a detached garage. RV parking & alley access. Close to I-5, I-90, Beacon Hill, Mt. Baker station, Downtown, Golf Course, Comm P-Patch, Play Fields, Library, Restaurants, grocery shopping.",0.0,47.572409,N Beacon Hill,-122.3036403,6000.0,685000,Single Family Residential,MLS Listing,2100.0,326.0,WA,Active,http://www.redfin.com/WA/Seattle/3423-23rd-Ave-S-98144/home/169550,1922.0,98144,N
183,120 122nd St SW,,0,Burien,2,"Extremely rare shy acre lot in north Burien on the west side of 1st Ave. Zoned RS7200 on this 42,120 sq. ft. lot. Potential for five lots easily fitting within the RS7200 guidelines. Buyer to verify with the city of Burien. Seller is creative and willing to work with potential buyers. There is the possibility of two short plats as the Seller owns the adjoining property to the west. North Burien is much sought after with it's proximity to a tremendously convenient commute to downtown Seattle.",0.0,47.4950657,Burien,-122.335747,42120.0,495000,Vacant Land,MLS Listing,,,WA,Active,http://www.redfin.com/WA/Seattle/120-SW-122nd-St-98146/home/145572649,,98146,N
184,2355 NE 150th St #1,2.5,4,Shoreline,2,"Final release at Belwick from Century Communities. The Taylor Plan, a customer favorite with great room styling and beautiful finishes. Slab quartz counter tops in kitchen including huge island, SS pkg. and 5-burner gas cook top. Rich mill work throughout and gorgeous hard surface flooring on main. Vaulted ceilings in Loft and 4th bedroom. Covered patio, two-car garage, centrally located with excellent access to I-5. Shoreline School District.",82.0,47.737305600000006,Shoreline,-122.3039829,6180.0,975000,Single Family Residential,MLS Listing,2566.0,380.0,WA,Active,http://www.redfin.com/WA/Shoreline/2355-NE-150th-St-98155/unit-1/home/145572640,2018.0,98155,N
185,7501 25th Ave NE,2.0,2,Seattle,2,"Contemporary new construction live/work home presented by Sage Homes. Sleek and modern architecture with an abundance of natural light, gourmet kitchen, stainless steel appliances, top floor master suite, tankless water heater, mini-split, and designer finishes throughout. Spacious rooftop deck with territorial view and BBQ hook-up. Built Green. Includes off street parking. Easy commute to UW, downtown, area shops and restaurants. The anticipated completion date for this home is August 2018.",25.0,47.6831248,Ravenna,-122.3007958,1273.0,759950,Townhouse,MLS Listing,1411.0,539.0,WA,Active,http://www.redfin.com/WA/Seattle/7501-25th-Ave-NE-98115/home/145572627,2018.0,98115,N
186,19621 62nd Ct NE,2.75,4,Kenmore,2,"This well -maintained home lives large. Situated down a private lane you'll find. peace & serenity. Upstairs is a spacious living room with fireplace, 3 good-sized bedrooms, large dining room, sliders to deck and updated kitchen. On the lower level is a fabulous media room with bar, new, cozy wood stove and 4th bedroom/currently a music room. Lots of storage. Beautifully landscaped with 2 decks and Koi pond. Neighborhood parks nearby. Located in popular Northshore school district.",0.0,47.7715602,Kenmore,-122.2590878,9653.0,645000,Single Family Residential,MLS Listing,2350.0,274.0,WA,Active,http://www.redfin.com/WA/Kenmore/19621-62nd-Ct-NE-98028/home/283534,1978.0,98028,N
187,2431 S 248th St Unit C23,1.0,2,Kent,2,"Immaculate fully updated 2 bedroom condo. Unit is 2nd floor but there are no stairs to the entry. Great floor plan and flow with all new appliances. Master suite with walk-in closet plus a utility room! Enjoy the outdoor pool in the summer. 2 spaces for storage one on the Deck and one easy access. One assigned parking space plus one uncovered. Convenient location, minutes to Highline College, shopping and dining, I-5, 509, and Link Light Rail.",389.0,47.3792845,Kent,-122.3012451,,174995,Condo/Co-op,MLS Listing,870.0,201.0,WA,Active,http://www.redfin.com/WA/Kent/2431-S-248th-St-98032/unit-C23/home/62523,1980.0,98032,N
188,4950 126th Ave SE,1.75,4,Bellevue,2,"Fantastic daylight rambler, on a quiet street is the perfect spot to call home. Main floor offers convenient living with 3 bedrooms, 2 baths, updated kitchen and large living spaces. Downstairs boasts a family room, 4th bedroom, roughed in bath and unfinished space. Enjoy the longer days with dinner on the deck overlooking the private backyard. Many updates have been done for you including the roof, furnace and windows. Great access, top ranked schools including Newport HS. Pre inspected.",0.0,47.5580421,Newport Hills,-122.1721855,8462.0,950000,Single Family Residential,MLS Listing,3270.0,291.0,WA,Active,http://www.redfin.com/WA/Bellevue/4950-126th-Ave-SE-98006/home/415674,1964.0,98006,N
189,29722 34th Ave S,2.5,4,Auburn,2,"Completely renewed & updated from new paint to flooring to appliances to fixtures. Moved-In Ready! Great neighborhood w/ quick access to i-5, 167, & 18. Low maintenance & NO HOA dues.",0.0,47.3355165,Jovita Heights,-122.2881985,4610.0,398000,Single Family Residential,MLS Listing,1771.0,225.0,WA,Active,http://www.redfin.com/WA/Auburn/29722-34th-Ct-S-98001/home/2116913,2006.0,98001,N
190,22322 8th Ave S,2.0,5,Des Moines,2,"Enjoy Awesome VIEWS of Puget Sound, Olympic Mnts. & Beautiful Sunsets from your deck & almost Every window! Located just steps from DT Des Moines marina, shops, dining & entertainment. Room for everyone w/ 5 bdrms, about 2800sqft & space for a MIL in lower level if wanted. Features include New gas furnace, electrical panel, carpet, int/ext paint, flooring, lights & newer 50yr roof. HUGE 4+ car 47' x 20' Dream Garage w/ 8' work shop, 10' door, 12' ceilings. Fenced yard & Parking for all the toys!",0.0,47.4013365,Downtown Des Moines,-122.3234688,10018.0,565000,Single Family Residential,MLS Listing,2802.0,202.0,WA,Active,http://www.redfin.com/WA/Des-Moines/22322-8th-Ave-S-98198/home/200107,1965.0,98198,N
191,71 Pine St #101,1.75,2,Edmonds,2,"Welcome to highly sought after Point Edwards. Enjoy elegant living in your perfectly finished & private end unit 2 bedroom w/ walk in closet, 1.75 bath, gas fireplace, hardwood flooring, crown molding & large patio located at ground level for those wonderful entertaining events & easy access to walking the beautiful grounds. RARE FIND, YES!! 4 valuable parking spaces & 5 storage units!! Clubhouse amenities include 2 Pools, 2 Hot Tubs, 2 Exercise Rooms, Theater & more!",456.0,47.80426110000001,Edmonds Bowl,-122.3899373,,739000,Condo/Co-op,MLS Listing,1146.0,645.0,WA,Active,http://www.redfin.com/WA/Edmonds/71-Pine-St-98020/unit-101/home/2916708,2005.0,98020,N
192,5135 SW Admiral Wy,1.0,3,Seattle,2,"1930 home with new floor coverings, fresh paint & charming wide plank oak floors (under carpet), GE Electric range (1950), double hung windows, laundry chute, & 3 bedrooms on main floor. Downstairs full basement with Engineered shear walls (2x6 studs+insulation & plywood) forming 2nd foundation ready for your finishing touches! Newer Forced Air (oil) Furnace and washer/dryer. Backyard opens to parklike greenbelt with seasonal stream. Nearby Alki Restaurants & Beaches beckon. .. you'll like it!",0.0,47.5790754,Alki,-122.398755,5950.0,495000,Single Family Residential,MLS Listing,1600.0,309.0,WA,Active,http://www.redfin.com/WA/Seattle/5135-SW-Admiral-Way-98116/home/330306,1930.0,98116,N
193,14757 NE 32nd St Unit B301,1.0,2,Bellevue,2,"TOP-FLOOR/END-UNIT, 2-bed/1-bath condo is a one-block walk to Microsoft campus! Superior location for investors & /or owner-occupied buyers! Walk to everything. Newly renovated with new roof, siding, exterior paint, windows, patio door, stair railing. New Laminate floor, quartz countertop, and interior paint. NO Rental Caps. Complex's recreational area includes tennis court & swimming pool. Secure entry. New secure mail room. Seller will pay off $32k Special Assessment at Closing.",464.0,47.6386005,Microsoft,-122.1437883,435710.0,358500,Condo/Co-op,MLS Listing,889.0,403.0,WA,Active,http://www.redfin.com/WA/Bellevue/14757-NE-32nd-St-98007/unit-B301/home/103953962,1978.0,98007,N
194,16508 76th Ave NE,3.5,4,Kenmore,3,"Come and fall in love with this very well maintained home, with some recent updating. With summer right around the corner you have got to see the deck, it's so peaceful and quiet back there! Enjoy the plentiful parking, with room for a boat or RV. This home allows you to spread out when you are entertaining, two living areas on the main, and additional space downstairs. You even have a perfect room to turn into your entertainment room, add a big screen TV, sound system, and comfortable seating!",0.0,47.7481823,Kenmore,-122.23910990000002,7442.0,839950,Single Family Residential,MLS Listing,2700.0,311.0,WA,Active,http://www.redfin.com/WA/Kenmore/16508-76th-Ave-NE-98028/home/274925,1996.0,98028,N
195,3312 I St NE Unit D 201,2.0,2,Auburn,3,Great 2 Bedroom 2 Bath Condo! Awesome Location.,289.0,47.3366168,Auburn,-122.2192387,,165000,Condo/Co-op,MLS Listing,858.0,192.0,WA,Active,http://www.redfin.com/WA/Auburn/3312-I-St-NE-98002/unit-D201/home/31099,1981.0,98002,N
196,9238 9th Ave SW,1.0,3,Seattle,3,"Stylish mid-century home features light & bright interior spaces, gorgeous oak floors, laundry room & bonus room for entertaining. Lovingly maintained home is situated on large fully fenced lot (new in 2013) surrounded by beautiful landscaping. Owners made many thoughtful upgrades to enhance quality of life: energy efficient doors & windows, whole house fan (combined w/ efficient gas furnace provide optimal comfort year-round) and new roof in 2015 w/ transferable 50 year warranty. Welcome home!",0.0,47.5198053,West Seattle,-122.3464251,7620.0,439900,Single Family Residential,MLS Listing,1170.0,376.0,WA,Active,http://www.redfin.com/WA/Seattle/9238-9th-Ave-SW-98106/home/476391,1954.0,98106,N
197,8520 242nd St SW #306,1.75,2,Edmonds,3,"This wonderful floor plan works for many households. Enjoy Cascade sunrises from your treetop balcony. Spend stormy winters in front of the hygge white rock fireplace. This stylish & quiet condo lives like a house with open spaces & wood floors under vaulted ceilings. Semi-private secure garage, extra storage & more parking. Great HOA, no rental cap or pet restrictions. Original owner of 40 years, a little DIY will reap large rewards. Convenient location. Attached video for another unit example.",387.0,47.77911,Edmonds,-122.348434,57268.0,275000,Condo/Co-op,MLS Listing,1098.0,250.0,WA,Active,http://www.redfin.com/WA/Edmonds/8520-242nd-St-SW-98026/unit-306/home/2784718,1978.0,98026,N
198,3739 135th Ave SE,1.5,5,Bellevue,3,"Fantastic Eastgate 5 bed 2 bath home on a spacious 9,534 sq ft corner lot! This wonderful home offers 3bd 1 bath on entry level with large living room, kitchen w/ dining area opens to back yard. Remodeled basement with open layout and lots of storage. Plenty of off street parking and 1 car garage. Lots of updates, spacious deck and gas heat. Great opportunity to get into the Eastgate neighborhood. Fantastic location and minutes from everything. Incredible Bellevue Schools.",0.0,47.5766686,Eastgate,-122.1600476,9534.0,799950,Single Family Residential,MLS Listing,2205.0,363.0,WA,Active,http://www.redfin.com/WA/Bellevue/3739-135th-Ave-SE-98006/home/233662,1958.0,98006,N
199,719 S 38th Ct,2.5,5,Renton,3,"Beautiful stylish home w/ perfect spaces for living large. Very private w/ green space behind the lovely backyard & covered patio. Large light filled great room, gourmet kitchen w/ granite counters, cherry cabinets and tile flooring, nice size formal dining room, perfect office w/ fireplace and powder room round out the main floor living space. Upstairs boasts a beautiful Master Suite with 5 piece bath & walk in closet, four nice size bedrooms (one currently bonus room), full bath and laundry room.",50.0,47.4449235,Talbot Hill,-122.208208,6027.0,760000,Single Family Residential,MLS Listing,3188.0,238.0,WA,Active,http://www.redfin.com/WA/Renton/719-S-38th-Ct-98055/home/2067533,2005.0,98055,N
200,603 38th Avenue,2.5,4,Seattle,3,"Sited in a greenbelt high above the street, a serene & private retreat rewards with spectacular sunrises & panoramic lake, mountain, & city views from everywhere. Expansive patios & decks, an open light-filled main, a generous master up, & second living with kit & bath down. Substantially upgraded with Carrera baths & custom kitchen executed in rich hardwoods, granite & stainless. Quiet setting in Madrona Beach is walkable to lake, marinas, & neighborhood amenities. See video tour.",0.0,47.6069555,Madrona,-122.2853565,5051.0,1249000,Single Family Residential,MLS Listing,2652.0,471.0,WA,Active,http://www.redfin.com/WA/Seattle/603-38th-Ave-98122/home/141373,1920.0,98122,N
201,1327 S Puget Dr Unit F12,1.5,2,Renton,3,"A Great deal on this cute two bedroom condo close to Down Town Renton! Fully Remodeled three years ago with granite counter-top, stainless steel appliances, wood floor, and more. .. HOA includes water, sewer, trash, cable TV, Earthquake Ins, and outdoor Pool. This Unit has a two bedrooms 1.5 bath, 1st level with yard, in-unit laundry and an attached storage. No rental cap and a pet friendly community is perfect as a starter home or your rental. Seller can't do any work and like to sale it as is.",407.0,47.460772,Benson Hill,-122.1988571,,199998,Condo/Co-op,MLS Listing,982.0,204.0,WA,Active,http://www.redfin.com/WA/Renton/1327-S-Puget-Dr-98055/home/58712,1980.0,98055,N
202,26235 46th Ave S Ave S,2.5,3,Kent,3,"A must see in a desirable neighborhood. This home features 2,250 sq ft home with 3 bedroom 2.25 bath with huge lower level family room combined with over-sized bonus room. Bamboo Floors upstairs with wall to wall carpet downstairs. Lot size of 7,344 sq ft. with large backyard complete with large entertainment deck. Conveniently located with easy access to either Hwy 167 or I-5. All appliances stay. This home needs some TLC but has great potential.",0.0,47.365623600000006,Kent,-122.2766847,7344.0,364500,Single Family Residential,MLS Listing,2250.0,162.0,WA,Active,http://www.redfin.com/WA/Kent/26235-46th-Ave-S-98032/home/206799,1977.0,98032,N
203,4081 235th Place SE,3.5,4,Sammamish,3,"Enjoy a contemporary architectural Conner Home loaded w/ style! Located on the Sammamish Plateau w/ outlooks of pastures & Laughing Jacobs Lake. Open living, luxury gourmet Kitchen w/ SS Thermador appl. , 3cm Granite counters, under cab lights, covered deck, smart home technology, den on main floor with 3/4 bath, spacious rooms, detailed Master w/ walk-in Closet, Bonus room, Utility room, covered outdoor patio, front & backyard landscaped w/ irrigation, fully fenced, 2 car garage. Easy access to I-90.",115.0,47.57531934399999,Sammamish,-122.0247696,4852.0,1470000,Single Family Residential,MLS Listing,4089.0,360.0,WA,Active,http://www.redfin.com/WA/Sammamish/4081-235th-Pl-SE-98075/home/145564032,2018.0,98075,N
204,4087 235th Place SE,3.5,4,Sammamish,3,"Enjoy a contemporary architectural Conner Home loaded w/ style! Located on the Sammamish Plateau w/ outlooks of pastures & Laughing Jacobs Lake. Open living, luxury gourmet Kitchen w/ SS Thermador appl. , 3cm Granite counters, under cab lights, smart home technology, optional bed on main with 3/4 bath, covered deck, spacious rooms, detailed Master w/ WIC, Bonus room, Utility room, covered outdoor patio, front & backyard landscaped w/ irrigation, fully fenced, 2 car garage. Easy access to I-90.",115.0,47.57531934399999,Sammamish,-122.0247696,4933.0,1420000,Single Family Residential,MLS Listing,3541.0,401.0,WA,Active,http://www.redfin.com/WA/Sammamish/4087-235th-Pl-SE-98075/home/145564031,2018.0,98075,N
205,3602 S 175th St,1.0,2,SeaTac,3,"2 bedrooms one bath house on a big 17,500 square feet Lot, potential for Extra lot. Great neighborhood with newer homes on the street. Easy access to I-5.Minutes to Downtown, Close proximity to Westfield shopping, bus lines, light-rail and Sea-tac Airport.",0.0,47.4464823,McMicken Heights,-122.2859168,17500.0,350000,Single Family Residential,MLS Listing,950.0,368.0,WA,Active,http://www.redfin.com/WA/SeaTac/3602-S-175th-St-98188/home/342484,1947.0,98188,N
206,14932 20th Ave SW,2.5,3,Burien,3,"Located in the DESIRABLE community of Seahurst, this 1-story home is situated down a long private driveway. Features include totally open-concept great rm w/ vaulted, exposed beam ceiling, built-in shelving, & gas fireplace. Kitchen w/ island stove, dining rm w/ door to patio & backyrd. BIG master bdrm w/ master bath that boasts soaking tub & separate shower. HUGE garage (apx 590 sq ft) w/ gas FP & workshop/storage space. Awesome location, walk to shops, restaurants, parks & EZ access to freeways",0.0,47.4686616,Seahurst,-122.3582328,11775.0,550000,Single Family Residential,MLS Listing,1770.0,311.0,WA,Active,http://www.redfin.com/WA/Burien/14932-20th-Ave-SW-98166/home/185840,1996.0,98166,N
207,23552 SE 36th CT,2.75,4,Sammamish,3,"Enjoy a contemporary architectural Conner Home loaded w/ style! Located on the Sammamish Plateau w/ outlooks of pastures & Laughing Jacobs Lake. Open living, luxury gourmet Kitchen w/ SS Thermador appl. , 3cm Granite counters, under cab lights, smart home technology, bedroom/den on main floor with 3/4 bath, spacious rooms, detailed Master w/ walk-in Closet, Bonus room, Utility room, large covered outdoor patio, front & backyard landscaped w/ irrigation, fully fenced, 2 car garage. Easy access to I-90.",115.0,47.57531934399999,Sammamish,-122.0247696,5555.0,1220000,Single Family Residential,MLS Listing,2734.0,446.0,WA,Active,http://www.redfin.com/WA/Sammamish/23552-SE-36th-St-98075/home/145564002,2018.0,98075,N
208,23563 SE 36th CT,2.75,4,Sammamish,3,"Enjoy a contemporary architectural Conner Home loaded with style! Located on the Sammamish Plateau w/ outlooks of pastures and Laughing Jacobs Lake. Open living, luxury gourmet Kitchen w/ SS Thermador appl. , 3cm Granite counters, under cab lights, smart home technology, bedroom/den on main floor with 3/4 bath, spacious rooms, detailed Master w/ walk-in Closet, Bonus room, Utility room, covered outdoor patio, front & backyard landscaped w/ irrigation, fully fenced, 2 car garage. Easy access to I-90.",115.0,47.57531934399999,Sammamish,-122.0247696,5067.0,1365000,Single Family Residential,MLS Listing,3259.0,419.0,WA,Active,http://www.redfin.com/WA/Sammamish/23563-SE-36th-St-98075/home/145564001,2018.0,98075,N
209,14820 72nd Ave W,2.5,3,Edmonds,3,"Welcome to your private, gated home sitting on a coveted Meadowbrook hillside with picturesque views of the sound, mountains & islands. Your great room boasts jaw dropping views - the perfect place to entertain or enjoy the serenity of your private estate. Every bedroom has water views! Your master suite has been perfected, you'll never want to leave! These remarkable views are worth seeing with your own eyes. Truly, no detail has been overlooked in this quintessential Pacific Northwest home.",0.0,47.8638375,Meadowdale,-122.332142,132422.0,1700000,Single Family Residential,MLS Listing,3516.0,484.0,WA,Active,http://www.redfin.com/WA/Edmonds/14820-72nd-Ave-W-98026/home/2713352,1965.0,98026,N
210,1017 Minor Ave #603,1.0,2,Seattle,3,"The Gainsborough is a grand, historic building with charm from 1930's. This spacious condominium has high ceilings, parquet flooring and a remodeled kitchen: Subzero, custom cabs, and cherry trim throughout. Complete with washer/dryer (Bosch appliances) ""Cherry Creek"" double-paned windows, abundant closet space, & formal dining room. Visit the rooftop terrace above the 14th floor for sensational city views. This building has an on-site manager, deeded parking space. Walk to all amenities.",625.0,47.6102363,First Hill,-122.3247595,,795000,Condo/Co-op,MLS Listing,1370.0,580.0,WA,Active,http://www.redfin.com/WA/Seattle/1017-Minor-Ave-98104/unit-603/home/45500,1930.0,98104,N
211,5047 Ivanhoe Place NE,1.75,3,Seattle,3,"Come home to Laurelhurst. Custom dream home with Lake views on the cutest quietest street imaginable. Enjoy expansive lake and mountain views through the wall of windows in this open floor plan designed for relaxing as well as entertaining. Wall of custom built-ins, Beautiful & gleaming hardwood floors, Finished lower level offers 3rd bedroom, bath, family room, laundry, and/or potential ADU along with oversized 1-car garage. Easy access to Burke Gilman Trail, Magnuson Park, U Village and the UW",0.0,47.6657871,Laurelhurst,-122.2710526,5000.0,1100000,Single Family Residential,MLS Listing,2130.0,516.0,WA,Active,http://www.redfin.com/WA/Seattle/5047-Ivanhoe-Pl-NE-98105/home/120982,1951.0,98105,N
212,22508 6th Ave S #3,2.0,3,Des Moines,3,"Condo living at it's best! Spacious one level shy 1800 sq ft 3 bdrm, 2 bath condo offers light filled living spaces w/ wrap around deck & peek water views, formal dining, quaint kitchen w/ eating bar. Large master suite w/ private fireplace, walk-in closet, double vanities, soaking tub & attached deck to enjoy the morning sunrise. 2 additional bdrms are good in size. large pantry, utility & storage rooms are a plus. .. 2 gated parking spaces & storage room. Low dues. Great Des Moines Community!",174.0,47.40015620000001,Des Moines,-122.3268744,,389000,Condo/Co-op,MLS Listing,1781.0,218.0,WA,Active,http://www.redfin.com/WA/Des-Moines/22508-6th-Ave-S-98198/unit-3/home/54194,1979.0,98198,N
213,16817 SE 43rd Ct (L-3),4.25,5,Bellevue,3,"Sapphire Homes presents this spectacular New VIEW Home, make it yours. Great floor-plan featuring 2 master suites, the top floor master is Huge, the views are excellent, imagine waking up looking out at Lake Sammamish and the stunning Cascades. Finley finished with top-notch quality and details. The Kitchen will wow you with Thermador Stainless appliances including a 48 inch six burner range and dual fuel ovens. Quality abounds, A/C for the summer and a great location, Move in ready in 3 weeks.",0.0,47.568417,Lakemont,-122.1155286,13046.0,1874800,Single Family Residential,MLS Listing,4263.0,440.0,WA,Active,http://www.redfin.com/WA/Bellevue/16817-SE-43rd-Ct-98006/home/22428914,2018.0,98006,N
214,337 Factory Ave N,2.5,5,Renton,3,"Brand new construction home right in the heart of downtown Renton. This 5 bed 2.5 bath home features an open style kitchen w/ an island, quartz counters & a gas stove. Master bedroom has vaulted ceilings, an attached master bath & walk-in closet. Covered & private patio for grilling, gas fireplace, garage opens to a quite back alley for easy access. Convenient location near the Landing, Cedar River Trail, Downtown Renton & major freeways giving you easy access to downtown Bellevue & Seattle.",0.0,47.487785,Renton,-122.1984257,4120.0,590000,Single Family Residential,MLS Listing,2180.0,271.0,WA,Active,http://www.redfin.com/WA/Renton/337-Factory-Ave-N-98057/home/343055,2018.0,98057,N
215,21012 40th Ave SE,2.5,4,Bothell,3,"Master on the main in the Northshore School District! Beautiful on the inside & outside! Spacious open floor plan offers 4 bedrooms, 2.5 bath, gorgeous living room with gas fireplace, crown moulding, beautiful hardwoods, granite slab counters in the kitchen & master bath, new LG gas range & new Kitchen Aid dishwasher. Professionally landscaped front & back offering calming, zen energy. Great location, close to all amenities.",75.0,47.8070222,Bothell,-122.1798197,2925.0,679950,Single Family Residential,MLS Listing,1949.0,349.0,WA,Active,http://www.redfin.com/WA/Bothell/21012-40th-Ave-SE-98021/home/54807959,2012.0,98021,N
216,8921 5th Ave NE,1.0,1,Seattle,3,"Great opportunity as a major fixer or tear down and build new! This one bedroom home is in an outstanding location with great bus and light rail access at both Northgate and Ravenna, with quick access to the I-5 express lanes at Lake City as well. There is a shared access driveway and carport for one car. Plenty of on street parking as well. Estate sale, Personal Representative may need time after offer review date for attorney review.",0.0,47.6937879,Maple Leaf,-122.32330729999998,3200.0,350000,Single Family Residential,MLS Listing,670.0,522.0,WA,Active,http://www.redfin.com/WA/Seattle/8921-5th-Ave-NE-98115/home/110670,1927.0,98115,N
217,9855 NE 31st St,1.75,3,Bellevue,3,"With some TLC this house can become a charming house! Or possibly build your dream house on this quiet private corner lot? Light and bright kitchen with nook that overlooks the park like back yard. Hardwood floors throughout the main floor which includes all the bedrooms, hallway, living room & dining room and kitchen. Cozy family room/ rec room on the lower level with fireplace. Tankless water heater!",0.0,47.6381343,Bellevue,-122.2073492,10870.0,1595000,Single Family Residential,MLS Listing,2110.0,756.0,WA,Active,http://www.redfin.com/WA/Bellevue/9855-NE-31st-St-98004/home/250587,1952.0,98004,N
218,13311 22nd Ave W,2.5,4,Lynnwood,3,"Exceptional home conveniently located in the Lake Stickney area, Forest Glen Estates! Enjoy new sod/bark in front & back (fully fenced) w/ patio to relax. Covered porch greets you in front! Perfect floor plan w/ living & dining areas plus kitchen w/ ample eating space & family room. Large utility/mud room off 2 car gar w/ extra shelving-storage. Upstairs includes Mstr w/ en suite bth & walk in, 3 more beds plus bath. New carpet-sparkling home. Play/park area in community. Easy shopping & commuting!",50.0,47.8770409,Lake Stickney,-122.2629341,3571.0,450000,Single Family Residential,MLS Listing,1851.0,243.0,WA,Active,http://www.redfin.com/WA/Lynnwood/13311-22nd-Ave-W-98087/unit-53/home/12488822,2007.0,98087,N
219,1232 194th St SE,2.5,3,Bothell,3,"WATCH THE VIDEO! The ideal realized. .a park-like sanctuary minutes from all amenities & the freeway. Gated, picturesque mid-century rambler on sprawling 3.21 acre lot w/ North Creek out your back door! Voluminous rooms w/ warm hardwoods throughout. Romantic large Master suite w/ Lrg Remodeled Bath+2 BDR's+full bath. Dog Kennel/stable+ 4 car garage w/ extra room. Vast, breathtaking setting & unparalleled opportunity for exceptional privacy+nature at your door! Northshore SD! Your Own Private estate!",0.0,47.8216295,North Creek,-122.2161809,139828.0,978000,Single Family Residential,MLS Listing,3211.0,305.0,WA,Active,http://www.redfin.com/WA/Bothell/1232-194th-St-SE-98012/home/2546568,1934.0,98012,N
220,2427 S 132nd St,1.0,3,SeaTac,3,"What a Great Place! If you are looking for solitude & sun, here it is!! Gorgeous daylight rambler on quiet street! Huge beautiful yd, partially fenced w/ trees & garden space. 3 lovely bdrms w/ hdwd flrs, & a smartly remodeled ba. Energy saving wood insert on mn flr installed in flr to ceiling rock frplc. Designer colors, & newer flrs in great kit w/ access to deck overlookng bckyd facing So. Lwr level is perfect for finishing for another 1010 sq ft, including brick frplc! All appliances stay!!!",0.0,47.4849245,SeaTac,-122.3009374,11675.0,365000,Single Family Residential,MLS Listing,2020.0,181.0,WA,Active,http://www.redfin.com/WA/SeaTac/2427-S-132nd-St-98168/home/191247,1957.0,98168,N
221,2312 W Crockett St,1.0,2,Seattle,3,"Spacious & private residence w/ fabulous arboreal spaces & some city views. Unique 2-unit complex feels more like a house than a condo. Exclusive use of ground level exterior space–a private, garden oasis on very large lot. Mature landscaping are a gardener's delight. Updated kitchen w/ custom cabinets. Enjoy the spacious tiled bathtub/shower. Radiant heat, ceiling fans & fireplace for year-round comfort. Large detached 1-car garage. Great location close to green belt, bike path & bus stop.",350.0,47.637914,Magnolia,-122.386852,4750.0,675000,Single Family Residential,MLS Listing,1211.0,557.0,WA,Active,http://www.redfin.com/WA/Seattle/2312-W-Crockett-St-98199/home/72721,1969.0,98199,N
222,18324 38th Ave SE,2.5,3,Bothell,3,"Don't miss this Camwest resale home in Tambark Springs!Beautifully maintained & on a quiet lot tucked away from the rest of the community. The home faces a greenbelt. The interior boasts an open floorplan w/ hardwood floors throughout main flr, granite tile counters in kitchen & SS appliances w/ gas stove. Home has AC too! Master bedroom with walk in closet & ensuite bathroom, 2 more spacious bedrooms, a full bath and laundry complete the upstairs. Highly acclaimed Northshore Schools.",107.0,47.8311347,Bothell,-122.1820746,4023.0,560000,Single Family Residential,MLS Listing,1594.0,351.0,WA,Active,http://www.redfin.com/WA/Bothell/18324-38th-Ave-SE-98012/unit-78/home/12105070,2010.0,98012,N
