,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,PRICE/SQUAREFT,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,DESC,LABEL
827,1,,Single Family Residential,9635 48th Ave SW,Seattle,WA,98136,1950000.0,4,3.0,Fauntleroy,3960.0,13369.0,2013.0,33.0,492.0,,Active,,,http://www.redfin.com/WA/Seattle/9635-48th-Ave-SW-98136/home/156545,NWMLS,1272009,N,Y,47.5166282,-122.39446389999999,"Extraordinary views of Puget Sound, Olympics and Vashon Island. Eagles, whales and ferries await you in this 4 year old craftsman custom home in the coveted section of Fauntleroy on a private dead end street. Home designed by award winning architect, Scott Miller on shy 1/3 acre with old growth trees and shrubbery. Open floor plan with gourmet kitchen, custom cabinetry throughout, spa-like master suite and hickory flooring. Large 2 car garage and RV parking accessible from the front gate.",0
828,1,,Townhouse,3914 SW Graham St,Seattle,WA,98136,489000.0,2,1.0,Fauntleroy,970.0,3279.0,2007.0,76.0,504.0,,Active,,,http://www.redfin.com/WA/Seattle/3914-SW-Graham-St-98136/unit-LOT-G/home/12303878,NWMLS,1251123,N,Y,47.5468033,-122.3826293,This 2007-built Fauntleroy area townhome lives large with its multiple decks and SW-facing windows. Main level offers seamless living w/ a high-end kitchen featuring limestone counters and Brazilian cherry hardwood floors. The large utility room on the lower level provides tons of extra storage and a stackable washer/dryer. Soak in the territorial views of the Sound/mountains from the master bedroom deck. Near both Morgan and Alaska Junctions! One assigned parking spot. Walkscore: 83!,0
829,1,,Single Family Residential,19020 12th Ave NE,Shoreline,WA,98155,849950.0,4,2.0,North City,2110.0,7988.0,1994.0,5.0,403.0,,Active,,,http://www.redfin.com/WA/Shoreline/19020-12th-Ave-NE-98155/home/84593,NWMLS,1286107,N,Y,47.76729879999999,-122.31577970000001,"Beautifully updated North City home! Family room & dining room w/ cozy fireplace & access to deck. Remodeled kitchen with stainless steel appliances & plenty of cabinet space. 2 spacious bedrooms on main level. Downstairs, large family room with sliding door access to deck, utility room, full bathroom & 2 generous bedrooms! Beautifully landscaped, fully fenced yard with deck, patio space, & koi ponds! New roof, new driveway, new AC/Heater & sprinkler system. Close to I-5 & North City Park.",0
830,1,,Single Family Residential,2016 NE 195th Place,Lake Forest Park,WA,98155,550000.0,3,1.0,Lake Forest Park,1460.0,9750.0,1952.0,5.0,377.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/2016-NE-195th-Pl-98155/home/91651,NWMLS,1288441,N,Y,47.7704236,-122.3070456,"Lovingly maintained story book garden home with the perfect blend of old world charm & modern updates. Southern exposure and plenty of privacy on large lot backed by green space. Multiple outdoor areas for relaxing, dining and entertaining. All this on a quiet cul-de-sac and with an over-sized detached 2 car garage with storage loft. Easy commuting via I5 and close to 2 future light rail stations. Award-winning Shoreline Schools. Welcome home!",0
831,1,,Single Family Residential,4230 NE 197th St,Lake Forest Park,WA,98155,660000.0,3,2.0,Horizon View,2120.0,10041.0,1960.0,19.0,311.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/4230-NE-197th-St-98155/home/93495,NWMLS,1268962,N,Y,47.7736679,-122.2824332,"Gorgeous remodeled home! Highlights include wood floors throughout upper level, enclosed outdoor ""catio"", & RV/boat parking. Bright, modern kitchen features ss appliances, tiled backsplash, & granite counters. Master offers updated adjacent bath. Lower level features 2 bonus rms, home office, & 2nd family rm w/ fireplace. Yard has covered patio, rock wall, vertical herb garden, shed, plus open lower lot is full of potential. Includes deeded access to Lake Forest Park Civic Club/Lake Washington.",0
832,1,,Condo/Co-op,17900 23rd Lane NE Unit E-204,Shoreline,WA,98155,469950.0,3,1.75,Shoreline,1393.0,98750.0,1976.0,41.0,337.0,435.0,Active,,,http://www.redfin.com/WA/Shoreline/17900-23rd-Ln-NE-98155/unit-E204/home/63038,NWMLS,1266289,N,Y,47.7592423,-122.31012340000002,"Move in ready condo, in convenient location! Large living area w/ picture windows for tons of natural light. Kitchen w/ SS appliances, breakfast bar seating, & eating area! Spacious master bedroom with en-suite bathroom & private balcony access. Two additional generous bedrooms & 3/4 bathroom. Sliding door access to private balcony from the dining area with peaceful views of surrounding evergreens! Amenities include, outdoor pool, clubhouse & sauna. Close to restaurants, shops, parks, & I-5!",0
833,1,,Single Family Residential,15642 5th Ave NE,Shoreline,WA,98155,489000.0,2,1.75,Ridgecrest,1110.0,8184.0,1947.0,1.0,441.0,,Active,,,http://www.redfin.com/WA/Shoreline/15642-5th-Ave-NE-98155/home/87356,NWMLS,1292425,N,Y,47.7425781,-122.3234304,"This Ridgecrest home has much to offer with its thoughtful updates and expanding backyard full of garden space that includes a greenhouse. Its original hardwood floors, cedar lined closets, and vintage detail are accompanied with newer paint, plumbing and electrical. French doors open up to a private outdoor living space perfect for entertaining guests. This home is located very close to Northgate, I-5, and the future link station. Welcome to the Ridgecrest neighborhood!",0
834,1,,Single Family Residential,17413 32nd Ave NE,Lake Forest Park,WA,98155,739000.0,4,2.0,Lake Forest Park,2860.0,13600.0,1968.0,1.0,258.0,,Active,May-19-2018 12:00 PM,May-19-2018 03:00 PM,http://www.redfin.com/WA/Lake-Forest-Park/17413-32nd-Ave-NE-98155/home/88110,NWMLS,1291513,N,Y,47.7548434,-122.2956775,"New to the market in over 20 years, highly coveted oasis near the city with lush territorial views, open floor plan for entertaining with soaring ceilings, 2 massive stone fireplaces, and expansive lush views. Winter view of mountains and the lake! Finished daylight basement with ample living areas, 3 bdrms on main, 1 below, 2 full baths. Manicured landscape to maximize oversize lot. NEST thermostat. Easy commute to I-5, arterials. Close to LFP Town Center, Burke Gilman Trail, and Lake WA.",0
835,1,,Single Family Residential,19205 46th Ave NE,Lake Forest Park,WA,98155,938500.0,5,2.75,Lake Forest Park,3800.0,25204.0,1965.0,1.0,247.0,,Active,May-19-2018 01:00 PM,May-19-2018 04:00 PM,http://www.redfin.com/WA/Lake-Forest-Park/19205-46th-Ave-NE-98155/home/93708,NWMLS,1291587,N,Y,47.7678481,-122.28032579999999,"Custom 5 bdrm rambler w/ daylight bsmt features remodeled spaces throughout main level. Manicured grounds provide welcoming approach to the covered front porch entry. Elegant formal liv & din rooms w/ traditional touches. Amazing kitchen w/ slab counters, custom lighting, informal dining, access to large deck & adjacent utility room. Master suite w/ walk-in closet & bath w/ heated floors & custom shower. Outstanding bsmt spaces flow to bk yard patio. 2nd tax lot included for private, sylvan setting!",0
836,1,,Single Family Residential,20018 12th Ave NE,Shoreline,WA,98155,899000.0,4,3.0,Shoreline,2700.0,26009.0,1942.0,1.0,333.0,,Active,May-20-2018 01:00 PM,May-20-2018 04:00 PM,http://www.redfin.com/WA/Shoreline/20018-12th-Ave-NE-98155/home/85036,NWMLS,1288814,N,Y,47.7741104,-122.31528429999999,"Gorgeous ½ acre+ Estate! Sprawling NW Contemporary buffered by fruit trees, blooming floras, a grove of hardwoods & a relaxing creek. Set at the end of a shared drive, this nature preserve is perfect to enjoy life. Includes a sport court & private pool w/ hot tub + Pool house w/ additional ½ bath & outdoor shower. Space for your toys w/ RV parking & 3+ car garage. Featuring two large decks, bonus flex space & sunroom w/ 2nd Hot Tub! If you dream of a tranquil NW oasis, this is the home for you.",0
837,1,,Single Family Residential,17031 8 Ave NE,Shoreline,WA,98155,890000.0,2,1.75,Ridgecrest,1530.0,19668.0,1947.0,3.0,582.0,,Active,,,http://www.redfin.com/WA/Shoreline/17031-8th-Ave-NE-98155/home/87188,NWMLS,1290081,N,Y,47.7531429,-122.3217426,"This is an incredible property in the heart of Ridgecrest. The lot is 19,668 sq ft that can be subdivided per city of Shoreline with a possibility of three homes. Utilities are stubbed to back of lot as well. A nice home with 2 bedrooms, 1 and 3/4 ba, family room, fireplace and office is currently at the front of the lot. Could be kept or rented until property is developed.",0
838,1,,Single Family Residential,18343 9th Ave NE,Shoreline,WA,98155,590000.0,3,1.75,Shoreline,1420.0,16275.0,1947.0,4.0,415.0,,Active,,,http://www.redfin.com/WA/Shoreline/18343-9th-Ave-NE-98155/home/84790,NWMLS,1291077,N,Y,47.7626846,-122.3204804,"Large rambler on MUR70 lot. property runs from 9th ave to 8th ave NE. Can enter from both streets. Sign is on 9th. 3 bdr 1.75 bath, fire place, large kit with dining room, 1 car gar and super large lot for gardening, pets play, park vehicles. Location is around the corner from the Ne 185th str future Light Rail station! Close to North City shops, pubs, and restaurants and min to I-5.",0
839,1,,Multi-Family (2-4 Unit),20115 20117 Forest Park Dr NE,Shoreline,WA,98155,952500.0,8,7.0,Lake Forest Park,4460.0,8000.0,1985.0,4.0,214.0,,Active,,,http://www.redfin.com/WA/Shoreline/20117-Forest-Park-Dr-NE-98155/home/84692,NWMLS,1287270,N,Y,47.77519229999999,-122.3153943,"Large duplex features open living spaces with good sized bedrooms. Each has lower add'l family rooms. 2 Fireplaces in each unit. Sale includes all appl's. + washers & dryers in each unit. Building contains a large storage space (future expansion potential). Unit 20115 has 2 kitchens and 2 laundry hookups. The new owner will have good options for creative use of space. New roof in 2015 (includes removal), new plywood sheeting and skylights. All decks overlook McAleer Creek. Garages have openers.",0
840,1,,Single Family Residential,17819 24th Ave NE,Shoreline,WA,98155,395000.0,2,1.0,Shoreline,1040.0,15776.0,1915.0,5.0,380.0,,Active,,,http://www.redfin.com/WA/Shoreline/17819-24th-Ave-NE-98155/home/88897,NWMLS,1287666,N,Y,47.7583946,-122.306696,"Tucked away in the forest, just up the hill from Lake Washington, awaits a charming rambler with so much potential! Large windows & Bamboo flooring. Roof less than 2 years old! Flex space could be home office/reading nook. Open Kitchen has large pantry w/ adjustable shelving. New bathtub/shower insert. Add Master Suite & Living-Family room in back! Entertainers' deck & fire pit for summer nights! Add cabana in the trees! Deeded Rights LFP Civic Club only $275/year! Future light rail at 185th!",0
841,1,,Single Family Residential,1808 NE 169th St,Shoreline,WA,98155,635000.0,3,1.75,Shoreline,1690.0,9518.0,1965.0,5.0,376.0,,Active,,,http://www.redfin.com/WA/Shoreline/1808-NE-169th-St-98155/home/88086,NWMLS,1287141,N,Y,47.7513232,-122.3085702,"Welcome to this delightful Shoreline home! Enjoy entertaining in a spacious kitchen, complete with new SS appliances and granite counters, open to the living room w/ charming fireplace. 3 bedrooms /1.75 baths, plus office with built ins or use as a 4th bedroom. Massive rec room has high ceilings, skylight, fireplace, and direct access to a huge back yard. Laundry room with cabinets, shelves, marble counters. Garage plus parking on both sides of the home. Beautiful!",0
842,1,,Single Family Residential,4001 NE 160th St,Lake Forest Park,WA,98155,1320000.0,4,2.5,Sheridan Beach,3070.0,7505.0,1990.0,6.0,430.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/4001-NE-160th-St-98155/home/89396,NWMLS,1287039,N,Y,47.7444969,-122.28607140000001,"Magnificent and nearly 180 degree views of Lake Washington and Mount Rainier. Two front decks to relax on and a large covered back deck. Formal living and family rooms with the same breathtaking views. Double sided fireplace. Refinished hardwood floors, lots of updates. All new stainless steel kitchen appliances with granite counters. Full master bath remodel with new travertine tile 2014. Walk-in pantry. Newer paint throughout, crown molding. Oversized 2-car garage with ample storage space.",0
843,1,,Condo/Co-op,19855 25th Ave NE #209,Shoreline,WA,98155,239000.0,2,1.0,Shoreline,903.0,134516.0,1983.0,6.0,265.0,327.0,Active,,,http://www.redfin.com/WA/Seattle/19855-25th-Ave-NE-98155/unit-209/home/830,NWMLS,1287777,N,Y,47.773599,-122.304123,"Fantastic location! Just minutes from the Lake Forest Park Town Center, movie theater, and restaurants. Easy access to I5 and bus lines. This 2 bedroom 1 bathroom condo is a perfect starter home or investment property. A cozy living room with a fireplace and a private balcony. Vanity sink is included in the master bedroom. Part of the desirable Shoreline school district and a short walk to private gate access park. Covered carport as well as extra parking out front. No rental cap & pet friendly.",0
844,1,,Single Family Residential,18743 30th Ave NE,Lake Forest Park,WA,98155,449000.0,3,1.5,Lake Forest Park,1290.0,6683.0,1965.0,6.0,348.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/18743-30th-Ave-NE-98155/home/91472,NWMLS,1283906,N,Y,47.7654633,-122.2976011,"Charming Lake Forest Park Rambler. 3 bedrooms, 1.5 remodeled baths. Remodeled Kitchen with light filled nook that opens onto patio and garden area to enjoy your breakfast. Formal living and dining rooms. Beautiful front and back yards. Hardwoods. 2 car garage. Close to I-5, Costco, 3rd Place Books, shopping and restaurants!",0
845,1,,Single Family Residential,15526 14th Ave NE,Shoreline,WA,98155,515000.0,3,1.0,Ridgecrest,1120.0,6902.0,1952.0,6.0,460.0,,Active,,,http://www.redfin.com/WA/Shoreline/15526-14th-Ave-NE-98155/home/87067,NWMLS,1285990,N,Y,47.7420688,-122.3140075,"This beautiful home has lots of natural light and is on a very desirable st in the Ridgecrest neighborhood, near Paramount Park. 3 bedrooms all on one level, hardwood & tile throughout. Updated bathroom and kitchen with stainless steel appliances. New roof, new windows and new furnace. Large backyard great for entertaining. Public transport allows for a quick commute downtown. Blocks from the future light rail station. More square footage then tax records show. Slated for MUR 45-Zoning 2033.",0
846,1,,Condo/Co-op,19230 Forest Park Dr NE Unit K 235,Lake Forest Park,WA,98155,254888.0,2,2.0,Lake Forest Park,910.0,293347.0,1991.0,6.0,280.0,483.0,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/19230-Forest-Park-Dr-NE-98155/unit-K235/home/103951504,NWMLS,1288221,N,Y,47.769546000000005,-122.30485900000001,"Spectacular spacious 2 bed residence with 2 full bath. Full elegant Kitchen, spacious living, and large covered balcony views of the common area yard. One covered parking space with lots of guest parking. Immediately next to elegant clubhouse with a full Kitchen, meeting rooms, sauna, exercise room, hot tub, and outdoor pool. Great central economic location with easy access to I-5, HWY 104, and HWY 99. High ranking school district. This paradise is awaiting for your discovery. NO RENTAL CAP.",0
847,1,,Single Family Residential,17207 8th Ave NE,Shoreline,WA,98155,650000.0,3,1.75,Shoreline,1950.0,11831.0,1947.0,7.0,333.0,,Active,,,http://www.redfin.com/WA/Shoreline/17207-8th-Ave-NE-98155/home/87147,NWMLS,1288632,N,Y,47.7542076,-122.3219058,"Welcome Home. Situated on a generous lot well above the street, this spacious, remodeled, three bed two bath rambler is what you've been waiting for! Enter to a spacious living room overlooking the sun-drenched front yard. Next walk past the updated kitchen into the massive, freshly-carpeted family room! Two beds and a bath in front, and a lovely and spacious master suite in the back, complete with walk-in closet! Fresh paint and flooring, two big fenced yards, attached garage. .. .hurry!",0
848,1,,Vacant Land,2342 NE 145th St,Shoreline,WA,98155,1200000.0,0,,Shoreline,,17039.0,,7.0,,,Active,,,http://www.redfin.com/WA/Shoreline/2342-NE-145th-St-98155/home/86511,NWMLS,1288269,N,Y,47.734171,-122.30402839999999,"Potential 7 unit development in highly desirable Shoreline. 17,039 sqft of land. (Zoned R18 x . 39 acres = 7 units). Neighboring homes sold for high $800's last year. GREAT development potential near (0.9 miles east of) future N 145th Street Light Rail Station. 4 bed, 2 bath house currently rented for $1,500/month. Rent is low. Do not disturb tenants. Keep home rented until development is started. Located by all major conveniences, freeway, light rail station, and award winning schools.",0
849,1,,Single Family Residential,3625 NE 189th Place,Lake Forest Park,WA,98155,649900.0,4,1.75,Lake Forest Park,2140.0,9963.0,1967.0,7.0,304.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/3625-NE-189th-Pl-98155/home/93306,NWMLS,1263709,N,Y,47.7657027,-122.2895379,"First time on the market. Elegant 1967 rambler with beautiful interior detailing. This impeccably maintained home situated on a corner lot in the heart of LFP welcomes you with a private gated courtyard, 4 bdrms, master suite w/ 3/4 bath & a bidet! Spacious updated kitchen w/ eating area & family room. Private courtyard is perfect for outdoor entertaining and bbq's. Formal dining & living room w/ access to south-facing deck & fenced back yard. Auto-on Nat. Gas Generator and walk to LFP Elementary!",0
850,1,,Single Family Residential,360 NE 167th St,Shoreline,WA,98155,1100000.0,5,2.75,Shoreline,2720.0,12300.0,2012.0,9.0,404.0,,Active,,,http://www.redfin.com/WA/Seattle/360-NE-167th-St-98155/home/22420888,NWMLS,1286939,N,Y,47.7506842,-122.32464270000001,"Exceptional first time resale in desirable Shoreline area. When entering the home you'll appreciate the attention to detail and the finish work that the builder put into this home. Well-appointed kitchen that opens to the family room, traditional formal living and dining room, covered outdoor living space to enjoy the large backyard, bedroom on the main, large master suite with 5 piece bath on the upper floor, with two additional bedrooms and a full bath. This home also has its own gated entry!",0
851,1,,Single Family Residential,2355 NE 150th St #1,Shoreline,WA,98155,975000.0,4,2.5,Shoreline,2566.0,6180.0,2018.0,10.0,380.0,82.0,Active,,,http://www.redfin.com/WA/Shoreline/2355-NE-150th-St-98155/unit-1/home/145572640,NWMLS,1278978,N,Y,47.737305600000006,-122.30398290000001,"Final release at Belwick from Century Communities. The Taylor Plan, a customer favorite with great room styling and beautiful finishes. Slab quartz counter tops in kitchen including huge island, SS pkg. and 5-burner gas cook top. Rich mill work throughout and gorgeous hard surface flooring on main. Vaulted ceilings in Loft and 4th bedroom. Covered patio, two-car garage, centrally located with excellent access to I-5. Shoreline School District.",0
852,1,,Vacant Land,5462 NE 200th Place,Lake Forest Park,WA,98155,399000.0,0,,Lake Forest Park,,7505.0,,11.0,,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/5462-NE-200th-Pl-98155/home/145559977,NWMLS,1278612,N,Y,47.7747071,-122.2706814,This lot is situated on a quiet cul de sac of very attractive homes. The land is level with easy street access. All of the utilities are underground - meaning there are no overhead power lines or poles. This is a rare and great opportunity to find a building lot in this community.,0
853,1,,Single Family Residential,3012 NE 176th St,Lake Forest Park,WA,98155,745000.0,4,3.25,Hillside,2730.0,12056.0,1995.0,12.0,273.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/3012-NE-176th-St-98155/home/88510,NWMLS,1284583,N,Y,47.756550299999994,-122.29738059999998,"Welcome Home. Incredible home in the heart Lake Forest Park. 3 bedroom home has an additional 1 bedroom MIL w/ kitchen, WD hookups and separate entrance. Over 2700 sqft. Master bedroom on main floor and 2 bedrooms on lower level. Formal living and dining rooms in open floor plan. Large fenced yard. Real hardwood flooring and new carpets and vinyl on lower floor. Spend evenings on large front porch. Tons of storage, RV parking, and in LFP civic club deeded area. Great Shoreline schools.",0
854,1,,Single Family Residential,16788 39th Ave NE,Lake Forest Park,WA,98155,895000.0,4,2.5,Sheridan,3160.0,9665.0,2006.0,14.0,283.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/16788-39th-Ave-NE-98155/home/17068638,NWMLS,1280205,N,Y,47.7510619,-122.282661,"This lovely Sheridan Heights home has 3,160 SF of stunning features to offer & is DEEDED into the private Sheridan Beach Club. The heart of the home is a chefs kitchen w/ island that flows to formal dining & living area w/ cozy fireplace. A grand staircase takes you to master suite, 3 additional bdrms & utility room. Upgrades include triple-pane windows, air-conditioning, security system, sundeck & gas BBQ. 2 car garage, quiet cul-de-sac. Walk to LFP Town Center, beach club w/ pool, bus, schools",0
855,1,,Single Family Residential,14588 35th Ave NE,Lake Forest Park,WA,98155,710990.0,3,2.25,Lake Forest Park,1686.0,1111.0,2018.0,18.0,422.0,190.0,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/14588-35th-Ave-NE-98155/home/109661305,NWMLS,1278435,N,Y,47.734103999999995,-122.29105659999999,"Introducing 12 Degrees North a collection of 114 new contemporary homes! Featuring an acre of open space, bike racks, large community park & much more! The Westlake I Live/Work plan includes extensive upgrades, 9ft ceilings, glass balcony, 2 car garage, upstairs laundry, well-appointed Master, lower level Flex space & extra storage. Unbeatable location, easy Hwy & I-5 access, close transit center, retail/ shopping/ restaurants AND renowned Burke Gilman Trail, Lake Wash just outside your door!",0
856,1,,Single Family Residential,14568 35th Ave NE,Lake Forest Park,WA,98155,684990.0,3,2.25,Lake Forest Park,1560.0,1111.0,2018.0,18.0,439.0,190.0,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/14568-35th-Ave-NE-98155/home/109661430,NWMLS,1278440,N,Y,47.734047600000004,-122.2910567,"Introducing 12 Degrees North a collection of 114 new contemporary homes! Featuring an acre of open space, bike racks, large community park & much more! The Westlake II Live/Work plan includes extensive upgrades, 9ft ceilings, glass balcony, 2 car garage, upstairs laundry, well-appointed Master, lower level Flex space & extra storage. Unbeatable location, easy Hwy & I-5 access, close transit center, retail/ shopping/ restaurants AND renowned Burke Gilman Trail, Lake Wash just outside your door!",0
857,1,,Single Family Residential,14548 35th Ave NE,Lake Forest Park,WA,98155,684990.0,3,2.25,Lake Forest Park,1560.0,1111.0,2018.0,18.0,439.0,190.0,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/14548-35th-Ave-NE-98155/home/109660894,NWMLS,1278442,N,Y,47.7339932,-122.2910567,"Introducing 12 Degrees North a collection of 114 new contemporary homes! Featuring an acre of open space, bike racks, large community park & much more! The Westlake II Live/Work plan includes extensive upgrades, 9ft ceilings, glass balcony, 2 car garage, upstairs laundry, well-appointed Master, lower level Flex space & extra storage. Unbeatable location, easy Hwy & I-5 access, close transit center, retail/ shopping/ restaurants AND renowned Burke Gilman Trail, Lake Wash just outside your door!",0
858,1,,Single Family Residential,1615 NE 195th St,Shoreline,WA,98155,329900.0,2,1.0,Shoreline,900.0,10082.0,1942.0,18.0,367.0,,Active,,,http://www.redfin.com/WA/Shoreline/1615-NE-195th-St-98155/home/91271,NWMLS,1279901,N,Y,47.770000599999996,-122.3112996,"Great builders/investment opportunity awaiting your personal touch! Traditional single family home on an immense 10,082 SF CORNER LOT! Prime location, close to town shopping with great freeway access. This lot is full of potential for construction, seeking the proper visionary. Don't miss this opportunity and create your dream home today!",0
859,1,,Townhouse,19067 14th Ct NE,Shoreline,WA,98155,480000.0,2,1.75,Shoreline,1160.0,1073.0,2006.0,19.0,414.0,100.0,Active,,,http://www.redfin.com/WA/Shoreline/19067-14th-Ct-NE-98155/home/12304108,NWMLS,1277587,N,Y,47.768203,-122.315272,"A hideaway in the midst of city conveniences: Palms, bamboo, waterfall, covered balcony deck, sun patio. Nice views from all the windows. Convenient 1 level home: lg master bed & ¾ bath with wall-length closet, eat-in kitchen, 2 more bed/office, full bath, living rm w/ dining area, wood floors, lg garage haven w/ skylight, 840 sqft attic—storage or bonus room conversion, enclosed catio—safe outdoor time for small indoor pets. Lg wooden shed, could be more than storage. Recent updates/painting.",0
860,1,,Single Family Residential,4414 NE 195th Place,Lake Forest Park,WA,98155,799900.0,4,2.5,Horizon View,4380.0,12640.0,1979.0,19.0,183.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/4414-NE-195th-Pl-98155/home/93686,NWMLS,1280337,N,Y,47.7705282,-122.28231480000001,"Unbelievably spacious daylight rambler in tucked away Sunset Estates neighborhood of Horizon View. Quiet days & evening sunsets w/ mountain views. Covered entry leads to centerpiece living room w/ vaulted fir ceilings. Large kitchen with its own eating space and adjoining dining room. Big master suite w/ walk-in closet and more views. Award winning local schools including LFP Elem. Deeded beach rights to LFP Civic club. Steps to Horizon View Park & walking trails, 5 min to LFP Towne Centre. Gas ht.",0
861,1,,Single Family Residential,16558 Beach Dr NE,Lake Forest Park,WA,98155,899000.0,5,2.5,Sheridan Beach,2700.0,6679.0,1974.0,22.0,333.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/16558-Beach-Dr-NE-98155/home/89402,NWMLS,1268857,N,Y,47.749475700000005,-122.28183700000001,"Buy a Southwest style custom home in coveted Sheridan Beach. Close to Seattle & Bellevue, very close to shopping/restaurants, just steps to the Burke Gilman Trail, and deeded membership into the Sheridan Beach Community Club, a shared private neighborhood beach and pool. This incredible one family owned classic home has a durable clay tile roof, 5 bedrooms, 2.5 bathrooms, 2 custom fireplaces, hardwood floors, an Arabesque (lantern) tile entryway, a large backyard deck and raised garden bed.",0
862,1,,Condo/Co-op,1720 NE 179th St #203,Shoreline,WA,98155,384995.0,2,1.75,North City,1213.0,,1974.0,26.0,317.0,426.0,Active,,,http://www.redfin.com/WA/Shoreline/1720-NE-179th-St-98155/unit-203/home/10874,NWMLS,1276707,N,Y,47.759651,-122.310903,"Turn key 5 cap duplex close to light rail expansion w/ pedestrian & bike improvements coming to 145th. Completely remodeled in 2016 w/ new siding, roof, flooring [HW/ Carpet/Tile/Luxury Vinyl Tile], kitchens [quartz counter tops, shaker cabinets, GE Stainless appliances], bathrooms, driveway, landscaping. Upstairs unit is 2 beds 2 bath. Downstairs is 3 beds 1 bath. Both units have private fully fenced yards 2 car carport & plenty of guest parking. Includes 2 sheds. Easy bus/commute to downtown!",0
863,1,,Single Family Residential,19418 10th Ave NE,Shoreline,WA,98155,595000.0,3,1.75,Shoreline,1870.0,7454.0,1963.0,28.0,318.0,,Active,,,http://www.redfin.com/WA/Shoreline/19418-10th-Ave-NE-98155/home/84263,NWMLS,1275138,N,Y,47.7698999,-122.31856509999999,"Longtime established Adult Family Home business in Shoreline is close to everything and almost 2 homes in one, ideal for AFH business!Upstairs 3bdr/2bth with own kitchen, dining and living room and outside deck; downstairs 5 bdr/3bth, newly renovated with separate entrance and kitchen. Shed, garden space and parking in front completes the package!Pre qualified buyers only for discrete tour, sale is confidential AFH business in operation!Please do not disturb clients or show up without appointment!",0
864,1,,Vacant Land,727 NE 189th St,Shoreline,WA,98155,4329000.0,0,,Shoreline,,37331.0,,29.0,,,Active,,,http://www.redfin.com/WA/Shoreline/727-NE-189th-St-98155/home/85847,NWMLS,1275278,N,Y,47.7656897,-122.32184509999999,"Value is in LAND. .. Zoned MUR 70, new light rail zoning allows 7 stories high. Bring your developers! Can be bundled with property adjacent to this one which is adjacent and north of this property is also for sale for total of 14,438 sq ft. level could be accessed by NE 190th and NE 189th. Lies adjacent to I-5 freeway. Property Tax exemption for new building available for 12 years. There are also available 2 other properties to the west of this lot. House needs much work.",0
865,1,,Single Family Residential,5027 NE 188th St,Lake Forest Park,WA,98155,640000.0,6,4.25,Lake Forest Park,4410.0,7533.0,1967.0,32.0,145.0,,Active,,,http://www.redfin.com/WA/Lake-Forest-Park/5027-NE-188th-St-98155/home/95299,NWMLS,1274197,N,Y,47.7647651,-122.27470290000001,Welcome to Barkley house. Operated and set up as a group home and now looking for a new owner to love it and make it an in city estate. Beautiful mature landscaping and large fenced backyard. circular driveway and even handicapped access. Dual stairways to basement and 2nd floor. All rooms are large with big bright windows. Entertainment deck with steps to yard. Prime location and great opportunity.,0
866,1,,Single Family Residential,18331 12th Ave NE,Shoreline,WA,98155,629900.0,1,0.75,Shoreline,700.0,22425.0,1947.0,33.0,900.0,,Active,,,http://www.redfin.com/WA/Shoreline/18331-12th-Ave-NE-98155/home/84614,NWMLS,1273803,N,Y,47.7620959,-122.31658859999999,Prime building lot in the heart of Lake Forest Park. Just shy of 1/2 acre. Surrounded by homes $700K +. Lot may require some wetland mitigation to increase building footprint but presents itself as a tremendous value in this area at this price. Owner terms and carrybacks possible.,0
867,1,,Single Family Residential,1423 NE 190th St,Shoreline,WA,98155,699950.0,4,3.0,Shoreline,2000.0,6426.0,2003.0,33.0,350.0,,Active,,,http://www.redfin.com/WA/Shoreline/1423-NE-190th-St-98155/home/84450,NWMLS,1273346,N,Y,47.7664318,-122.31512409999999,VACANT RESIDENTIAL LOT Please see MLS: 1168799 for Lot PLUS adjacent home.,0
