,PROPERTY TYPE,ADDRESS,LOCATION,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,DAYS ON MARKET,HOA/MONTH,URL
2547,Single Family Residential 2018,Amethyst Marysville WA 98270,Seasons at Kenley Park,394990.0,2,2,142,97298,156,212.,http://www.redfin.com/WA/Marysville/Seasons-at-Kenley-Park/Amethyst/home/145762891
2548,Single Family Residential 2018,Onyx Marysville WA 98270,Seasons at Kenley Park,404990.0,3,2,158,97298,156,212.,http://www.redfin.com/WA/Marysville/Seasons-at-Kenley-Park/Onyx/home/145762890
2549,Single Family Residential 2018,Mason Marysville WA 98270,Davis Meadows,524995.0,4,2.5,338,97298,156,212.,http://www.redfin.com/WA/Marysville/Davis-Meadows/Mason/home/145211406
2550,Single Family Residential 2018,Kimball Marysville WA 98270,Davis Meadows,471995.0,4,2.5,270,97298,156,212.,http://www.redfin.com/WA/Marysville/Davis-Meadows/Kimball/home/145211407
2551,Single Family Residential 2018,Cascade Marysville WA 98270,Davis Meadows,519995.0,4,2.5,329,97298,156,212.,http://www.redfin.com/WA/Marysville/Davis-Meadows/Cascade/home/145211409
2552,Single Family Residential 2018,Cascade 3725 Marysville WA 98270,Palmer Place,454995.0,4,3,257,97298,156,212.,http://www.redfin.com/WA/Marysville/Palmer-Place/Cascade-3725/home/146446979
2553,Single Family Residential 2018,Osborne 3751 Marysville WA 98270,Belle Haven,469995.0,4,2.5,239,97298,156,212.,http://www.redfin.com/WA/Marysville/Belle-Haven/Osborne-3751/home/146246823
2554,Single Family Residential 2018,Lexington 3829 Marysville WA 98270,Palmer Place,534995.0,5,2.5,301,97298,156,212.,http://www.redfin.com/WA/Marysville/Palmer-Place/Lexington-3829/home/146418926
2555,Single Family Residential 2018,Bridgewater 3752 Marysville WA 98270,Palmer Place,484995.0,5,2.5,266,97298,156,212.,http://www.redfin.com/WA/Marysville/Palmer-Place/Bridgewater-3752/home/146418917
2556,Single Family Residential 2018,Cambridge 3724 Marysville WA 98270,Palmer Place,454995.0,4,2.5,229,97298,156,212.,http://www.redfin.com/WA/Marysville/Palmer-Place/Cambridge-3724/home/146418913
2557,Single Family Residential 2018,Legacy 3727 Marysville WA 98270,Palmer Place,494995.0,5,2.5,288,97298,156,212.,http://www.redfin.com/WA/Marysville/Palmer-Place/Legacy-3727/home/146418906
2558,Single Family Residential 2018,Jefferson Marysville WA 98270,Davis Meadows,899891.2875522677,3,2.5,204,97298,156,212.,http://www.redfin.com/WA/Marysville/Davis-Meadows/Jefferson/home/145211408
2559,Single Family Residential 2018,17905 72nd St SE Snohomish WA 98290,Three Lakes,669950.0,4,2.75,307,44209,48,212.,http://www.redfin.com/WA/Snohomish/17905-72nd-St-SE-98290/home/146443316
2560,Single Family Residential 2018,17911 72nd St SE Snohomish WA 98290,Three Lakes,639950.0,4,2.5,273,45541,48,212.,http://www.redfin.com/WA/Snohomish/17911-72nd-St-SE-98290/home/146443315
2561,Vacant Land 2018,14 155th Ave NE Snohomish WA 98290,Machias,329000.0,0,2.69,266,226512,51,212.,http://www.redfin.com/WA/Unknown/14-155th-Ave-NE-98290/home/146434370
2562,Single Family Residential 2018,6402 205th Ave SE Snohomish WA 98290,Sno/Monroe,396704.0,2,2,176,105851,52,212.,http://www.redfin.com/WA/Snohomish/6402-205th-Ave-SE-98290/home/2478886
2563,Single Family Residential 2018,3215 205th Dr SE Snohomish WA 98290,Dubuque,750000.0,4,3.5,388,217800,54,212.,http://www.redfin.com/WA/Snohomish/3215-205th-Dr-SE-98290/home/2615739
2564,Single Family Residential 2018,5513 198th Dr SE Snohomish WA 98290,Snohomish,685000.0,4,2.5,378,26136,54,88.0,http://www.redfin.com/WA/Snohomish/5513-198th-Dr-SE-98290/home/21501803
2565,Single Family Residential 2018,18620 55th St SE #07 Snohomish WA 98290,Three Lakes,730000.0,4,2.5,301,50896,54,42.0,http://www.redfin.com/WA/Snohomish/18620-55th-St-SE-98290/unit-07/home/146424222
2566,Single Family Residential 2018,707 K Ave Snohomish WA 98290,Snohomish,345000.0,2,1,112,7405,54,212.,http://www.redfin.com/WA/Snohomish/707-Ave-K-98290/home/2512606
2567,Single Family Residential 2018,8602 184th DR SE Snohomish WA 98290,Meadow Lake,775000.0,5,3.25,407,121532,55,12.0,http://www.redfin.com/WA/Snohomish/8602-184th-Dr-SE-98290/home/2893472
2568,Single Family Residential 2018,13016 72nd St SE Snohomish WA 98290,Dutch Hill,950000.0,5,2.75,344,121532,60,212.,http://www.redfin.com/WA/Snohomish/13016-72nd-St-SE-98290/home/2882827
2569,Single Family Residential 2018,3210 219TH AVENUE SOUTHEAST Snohomish WA 98290,Dubuque,819000.0,4,2.5,303,220414,61,25.0,http://www.redfin.com/WA/Snohomish/3210-219th-Ave-SE-98290/home/2864332
2570,Single Family Residential 2018,13527 54th St SE Snohomish WA 98290,Dubuque,595000.0,4,2.5,257,41818,61,25.0,http://www.redfin.com/WA/Snohomish/13527-54th-St-SE-98290/home/2889466
2571,Vacant Land 2018,Sexton Rd/120th Ave SE Snohomish WA 98290,Three Lakes,199000.0,0,2.69,266,919987,62,212.,http://www.redfin.com/WA/Unknown/120th-Ave-SE-98290/home/17084794
2572,Single Family Residential 2018,211 7th St Snohomish WA 98290,Snohomish,465000.0,4,2.5,249,12196,67,212.,http://www.redfin.com/WA/Snohomish/211-7th-St-98290/home/2748370
2573,Single Family Residential 2018,1018 198th Ave NE Snohomish WA 98290,Snohomish,565000.0,4,2.5,280,244372,67,212.,http://www.redfin.com/WA/Snohomish/1018-198th-Ave-NE-98290/home/28642444
2574,Single Family Residential 2018,7708 64th St SE Snohomish WA 98290,Fobes Hill,390000.0,2,2,120,113692,67,212.,http://www.redfin.com/WA/Snohomish/7708-64th-St-SE-98290/home/2456787
2575,Single Family Residential 2018,7410 77th Ave SE Snohomish WA 98290,Fobes Hill,600000.0,2,2.25,265,144619,67,212.,http://www.redfin.com/WA/Snohomish/7410-77th-Ave-SE-98290/home/2507781
2576,Single Family Residential 2018,16632 101st Place SE Snohomish WA 98290,French Creek,589850.0,4,2.5,246,27443,69,30.0,http://www.redfin.com/WA/Snohomish/16632-101st-Pl-SE-98290/home/21499746
2577,Single Family Residential 2018,2203 Cady Dr Snohomish WA 98290,Fobes Hill,524900.0,4,3.25,230,4497,69,50.0,http://www.redfin.com/WA/Snohomish/2203-Cady-Dr-98290/home/113073177
2578,Single Family Residential 2018,1210 195th Ave SE Snohomish WA 98290,Snohomish,549990.0,3,2.25,232,105851,70,212.,http://www.redfin.com/WA/Snohomish/1210-Helm-Rd-98290/home/2583479
2579,Single Family Residential 2018,18401 93rd St SE Snohomish WA 98290,Meadow Lake,599999.0,4,2.5,234,27878,73,40.0,http://www.redfin.com/WA/Snohomish/18401-93rd-St-SE-98290/home/40431655
2580,Single Family Residential 2018,14003 N 23rd Place SE Snohomish WA 98290,Machias,669900.0,3,2.75,212,281398,76,212.,http://www.redfin.com/WA/Snohomish/14003-23rd-Pl-SE-98290/home/2602955
2581,Single Family Residential 2018,13928 92 St SE Snohomish WA 98290,Dutch Hill,999900.0,4,4.25,446,85377,82,212.,http://www.redfin.com/WA/Snohomish/13928-92nd-St-SE-98290/home/2535167
2582,Single Family Residential 2018,615 N Carpenter Rd Snohomish WA 98290,Newberg,549950.0,3,2.25,193,335412,83,212.,http://www.redfin.com/WA/Snohomish/615-N-Carpenter-Rd-98290/home/2766615
2583,Single Family Residential 2018,3220 159th Ave NE Snohomish WA 98290,Lake Stevens,1100000.0,4,4,553,91040,85,212.,http://www.redfin.com/WA/Snohomish/3220-159th-Ave-NE-98290/home/11870395
2584,Single Family Residential 2018,9117 135th Dr SE Snohomish WA 98290,Dutch Hill,1025000.0,4,5,614,228690,87,212.,http://www.redfin.com/WA/Snohomish/9117-135th-Dr-SE-98290/home/2535083
2585,Single Family Residential 2018,11809 176th Ave SE #12 Snohomish WA 98290,Robinhood,710000.0,3,2.5,257,20000,88,42.0,http://www.redfin.com/WA/Snohomish/11809-176th-Ave-SE-98290/unit-12/home/146088027
2586,Vacant Land 2018,S Carpenter Snohomish WA 98290,Snohomish,135000.0,0,2.69,266,856825,90,212.,http://www.redfin.com/WA/Snohomish/S-Carpenter-Rd-98290/home/146080412
2587,Vacant Land 2018,18004 142nd Ave SE Snohomish WA 98290,Snohomish,295000.0,0,2.69,266,220849,91,212.,http://www.redfin.com/WA/Snohomish/18004-142nd-Ave-SE-98290/home/146077671
2588,Vacant Land 2018,185th Ave NE Snohomish WA 98290,Snohomish,200000.0,0,2.69,266,230432,95,212.,http://www.redfin.com/WA/Snohomish/185th-Ave-NE-98290/home/146055922
2589,Single Family Residential 2018,5021 175Th Ave SE Snohomish WA 98290,Three Lakes,1350000.0,3,3,394,71003,95,212.,http://www.redfin.com/WA/Snohomish/5021-175th-Ave-SE-98290/home/2637552
2590,Single Family Residential 2018,4726 211th Ave SE Snohomish WA 98290,Dubuque,825000.0,4,3.25,266,930006,96,212.,http://www.redfin.com/WA/Snohomish/4726-211th-Ave-SE-98290/home/2755681
2591,Single Family Residential 2018,18410 Meadow Lake Road Snohomish WA 98290,Meadow Lake,549500.0,4,2.5,214,100188,96,212.,http://www.redfin.com/WA/Snohomish/18410-Meadow-Lake-Rd-98290/home/2841954
2592,Single Family Residential 2018,419 Avenue I Snohomish WA 98290,Snohomish,549950.0,3,2.5,239,6970,101,212.,http://www.redfin.com/WA/Snohomish/419-Ave-I-98290/home/2674427
2593,Single Family Residential 2018,10320 227th AVE SE Monroe WA 98272,Wagner Hill,1245000.0,5,4,487,1183525,103,212.,http://www.redfin.com/WA/Monroe/10320-227th-Ave-SE-98272/home/56954520
2594,Single Family Residential 2018,5001 113th Ave SE Snohomish WA 98290,Emerald Forest,949500.0,3,2.75,315,21780,103,48.0,http://www.redfin.com/WA/Snohomish/5001-113th-Ave-SE-98290/home/2859807
2595,Single Family Residential 2018,2219 163rd Dr SE Snohomish WA 98290,Machias,599995.0,4,3.75,335,43560,106,212.,http://www.redfin.com/WA/Snohomish/2219-163rd-Dr-SE-98290/home/2767028
2596,Single Family Residential 2018,12103 58th Place SE Snohomish WA 98290,Centennial Trail,344000.0,2,1.5,115,10890,107,212.,http://www.redfin.com/WA/Snohomish/12103-58th-Pl-SE-98290/home/2678908
2597,Single Family Residential 2018,16901 OK Mill Rd Snohomish WA 98290,Machias,649950.0,4,4,340,217800,109,212.,http://www.redfin.com/WA/Snohomish/16901-OK-Mill-Rd-98290/home/2525553
2598,Mobile/Manufactured Home 2018,7421 137th Ave SE Snohomish WA 98290,Dutch Hill,225000.0,3,2,115,249163,111,212.,http://www.redfin.com/WA/Snohomish/7421-137th-Ave-SE-98290/home/2496537
2599,Single Family Residential 2018,15015 Tester Rd Snohomish WA 98290,Sno/Monroe,400000.0,2,2,114,88224,111,212.,http://www.redfin.com/WA/Snohomish/15015-Tester-Rd-98290/home/2529644
2600,Mobile/Manufactured Home 2018,21302 N Carpenter Rd Snohomish WA 98290,Machias,299000.0,2,2,146,455638,116,212.,http://www.redfin.com/WA/Snohomish/21302-N-Carpenter-Rd-98290/home/2491756
2601,Single Family Residential 2018,5712 Storm Lake Rd Snohomish WA 98290,Three Lakes,609000.0,4,2.5,257,43560,117,212.,http://www.redfin.com/WA/Snohomish/5712-Storm-Lake-Rd-98290/home/12491167
2602,Single Family Residential 2018,12813 72nd St SE Snohomish WA 98290,Dutch Hill,799950.0,4,3.75,337,237402,123,212.,http://www.redfin.com/WA/Snohomish/12813-72nd-St-SE-98290/home/2901102
2603,Vacant Land 2018,15000 Highway 2 Snohomish WA 98290,Snohomish,550000.0,0,2.69,266,1145628,124,212.,http://www.redfin.com/WA/Snohomish/15000-U-S-Highway-2-98290/home/143807288
2604,Single Family Residential 2018,11514 173rd Ave SE Snohomish WA 98290,Roosevelt,1550000.0,4,3.5,393,200376,125,212.,http://www.redfin.com/WA/Snohomish/11514-173rd-Ave-SE-98290/home/145663208
2605,Single Family Residential 2018,2207 163rd Dr SE Snohomish WA 98290,Machias,640000.0,4,2.5,316,163350,134,212.,http://www.redfin.com/WA/Snohomish/2207-163rd-Dr-SE-98290/home/145580076
2606,Single Family Residential 2018,2733 183rd Ave SE Snohomish WA 98290,Dubuque,1250000.0,9,4.5,611,217800,134,212.,http://www.redfin.com/WA/Snohomish/2733-183rd-Ave-SE-98290/home/21500576
2607,Vacant Land 2018,Birch Lane Snohomish WA 98290,Blackmans Lake,198500.0,0,2.69,266,8335,136,212.,http://www.redfin.com/WA/Snohomish/Birch-Ln-98290/home/145574108
2608,Single Family Residential 2018,20104 87th St SE Snohomish WA 98290,Meadow Lake,499950.0,4,1.75,196,341510,137,212.,http://www.redfin.com/WA/Snohomish/20104-87th-St-SE-98290/home/2548626
2609,Single Family Residential 2018,21307 Meadow Lake Rd Snohomish WA 98290,Snohomish,625000.0,3,2.25,234,210395,138,212.,http://www.redfin.com/WA/Snohomish/21307-Meadow-Lake-Rd-98290/home/2677869
2610,Single Family Residential 2018,12531 Chain Lake Rd Snohomish WA 98290,Snohomish,599950.0,3,1.75,230,54014,138,212.,http://www.redfin.com/WA/Snohomish/12531-Chain-Lake-Rd-98290/home/2614583
2611,Vacant Land 2018,Sexton Rd Snohomish WA 98290,Snohomish,100000.0,0,2.69,266,31363,141,212.,http://www.redfin.com/WA/Snohomish/Sexton-Rd-98290/home/145543650
2612,Single Family Residential 2018,17718 41st St SE Snohomish WA 98290,Three Lakes,849950.0,4,2.5,319,217364,145,212.,http://www.redfin.com/WA/Snohomish/17718-41st-St-SE-98290/home/11762113
2613,Single Family Residential 2018,7415 79th Ave SE Snohomish WA 98290,Riverview,1786500.0,4,1.75,280,189050,155,212.,http://www.redfin.com/WA/Snohomish/7415-79th-Ave-SE-98290/home/145330432
2614,Single Family Residential 2018,2122 Newberg Rd Snohomish WA 98290,Newberg,479900.0,3,2.5,226,63162,158,212.,http://www.redfin.com/WA/Snohomish/2122-Newberg-Rd-98290/home/11872210
2615,Single Family Residential 2018,1018 175th Ave NE Snohomish WA 98290,Machias,650000.0,4,2.5,255,200376,159,212.,http://www.redfin.com/WA/Snohomish/1018-175th-Ave-NE-98290/home/22088654
2616,Single Family Residential 2018,5715 159th Ave SE Snohomish WA 98290,Snohomish,685000.0,3,2.75,304,22434,162,212.,http://www.redfin.com/WA/Snohomish/5715-159th-Ave-SE-98290/home/145296356
2617,Single Family Residential 2018,0 Snohomish WA 98290,Three Lakes,685000.0,4,2.75,304,21780,163,10.0,http://www.redfin.com/WA/Snohomish/Undisclosed-address-98290/home/145293132
2618,Single Family Residential 2018,0 Snohomish WA 98290,Three Lakes,635000.0,3,2,221,26000,164,212.,http://www.redfin.com/WA/Snohomish/Undisclosed-address-98290/home/145289287
2619,Single Family Residential 2018,0 Snohomish WA 98290,Snohomish,715000.0,4,3.75,342,23958,165,10.0,http://www.redfin.com/WA/Snohomish/Undisclosed-address-98290/home/145281242
2620,Single Family Residential 2018,0 Snohomish WA 98290,Snohomish,725000.0,4,3,363,30927,165,10.0,http://www.redfin.com/WA/Snohomish/Undisclosed-address-98290/home/145280895
2621,Vacant Land 2018,11426 211th Ave SE #21 Snohomish WA 98290,Monroe,299950.0,0,2.69,266,33069,166,212.,http://www.redfin.com/WA/Snohomish/11426-211th-Ave-SE-98290/unit-21/home/145278593
2622,Vacant Land 2018,211th Ave SE Snohomish WA 98290,Lake Roesiger,650000.0,0,2.69,266,3391146,169,212.,http://www.redfin.com/WA/Unknown/211th-Ave-SE-98290/home/22088640
2623,Vacant Land 2018,300 159th Dr SE Snohomish WA 98290,Dubuque,1400000.0,0,2.69,266,2239420,179,212.,http://www.redfin.com/WA/Snohomish/300-159th-Dr-SE-98290/home/145208482
2624,Single Family Residential 2018,20005 53rd St SE Snohomish WA 98290,Snohomish,815000.0,4,3.5,468,37462,180,88.0,http://www.redfin.com/WA/Snohomish/20005-53rd-St-SE-98290/home/11881615
2625,Single Family Residential 2018,1203 Ferguson Park Rd Snohomish WA 98290,Snohomish,465000.0,4,2.5,195,20909,181,212.,http://www.redfin.com/WA/Snohomish/1203-Ferguson-Park-Rd-98290/home/2483699
2626,Vacant Land 2018,14725 180th Place SE Snohomish WA 98290,Snohomish,288000.0,0,2.69,266,217800,189,212.,http://www.redfin.com/WA/Snohomish/14725-180th-Pl-SE-98290/home/21669093
2627,Mobile/Manufactured Home 2018,1721 155th Ave SE Snohomish WA 98290,Machias,375000.0,4,2,152,213008,193,212.,http://www.redfin.com/WA/Snohomish/1721-155th-Ave-SE-98290/home/2573486
2628,Single Family Residential 2018,1610 Ludwig Rd Snohomish WA 98290,Fobes Hill,365000.0,3,1,129,42689,213,212.,http://www.redfin.com/WA/Snohomish/1610-Ludwig-Rd-98290/home/2684586
2629,Single Family Residential 2018,7704 129th Dr SE Snohomish WA 98290,Dutch Hill,590000.0,3,2.5,206,11761,240,212.,http://www.redfin.com/WA/Snohomish/7704-129th-Dr-SE-98290/home/2759156
2630,Vacant Land 2018,9625 215th Ave Monroe WA 98290,Monroe,249000.0,0,2.69,266,479160,358,212.,http://www.redfin.com/WA/Snohomish/9625-215th-Ave-SE-98290/home/143897676
2631,Vacant Land 2018,17710 OK Mill Rd Snohomish WA 98290,Machias,195000.0,0,2.69,266,222592,382,212.,http://www.redfin.com/WA/Snohomish/17710-OK-Mill-Rd-98290/home/143589428
2632,Single Family Residential 2018,3221 157th Ave SE Snohomish WA 98290,Machias,1129000.0,4,4.25,789,246114,433,17.0,http://www.redfin.com/WA/Snohomish/3221-157th-Ave-SE-98290/home/2596960
2633,Vacant Land 2018,1002 201st Ave NE Snohomish WA 98290,Machias,185000.0,0,2.69,266,198634,512,212.,http://www.redfin.com/WA/Snohomish/1002-201st-Ave-NE-98290/home/113782779
2634,Vacant Land 2018,149 127th Ave SE Snohomish WA 98290,Snohomish,49500.0,0,2.69,266,47045,696,212.,http://www.redfin.com/WA/Snohomish/149-127th-Ave-SE-98290/home/109431613
2635,Single Family Residential 2018,17712 Mill Valley Rd Granite Falls WA 98252,Suncrest Farms,469995.0,5,2.5,288,97298,1,212.,http://www.redfin.com/WA/Granite-Falls/17712-Mill-Valley-Rd-98252/home/147069126
2636,Townhouse 2018,200 N 39th (back unit) St Unit B Seattle WA 98103,Fremont,725000.0,2,1.5,110,1089,26,212.,http://www.redfin.com/WA/Seattle/200-N-39th-St-98103/unit-B/home/18658386
2637,Townhouse 2018,8545 Stone Ave N Unit C Seattle WA 98103,Green Lake,599000.0,2,1.5,115,1240,27,212.,http://www.redfin.com/WA/Seattle/8545-Stone-Ave-N-98103/unit-C/home/104557
2638,Condo/Co-op 2018,3657 Francis Ave N #301 Seattle WA 98103,Seattle,532500.0,2,1,735,9997,32,284.,http://www.redfin.com/WA/Seattle/3657-Francis-Ave-N-98103/unit-301/home/2117716
2639,Condo/Co-op 2018,9057 Greenwood Ave N #303 Seattle WA 98103,Greenwood,339900.0,1,1,611,11126,33,283.,http://www.redfin.com/WA/Seattle/9057-Greenwood-Ave-N-98103/unit-303/home/12304860
2640,Single Family Residential 2018,9540 1st Ave NW Seattle WA 98117,Greenwood,780000.0,5,1.75,190,6350,34,212.,http://www.redfin.com/WA/Seattle/9540-1st-Ave-NW-98117/home/101151
2641,Single Family Residential 2018,7754 Sunnyside Ave N Seattle WA 98103,Green Lake,775000.0,3,1.75,170,3800,35,212.,http://www.redfin.com/WA/Seattle/7754-Sunnyside-Ave-N-98103/home/306895
2642,Condo/Co-op 2018,4710 Dayton Ave N #7 Seattle WA 98103,Fremont,274900.0,1,1,600,5000,35,363.,http://www.redfin.com/WA/Seattle/4710-Dayton-Ave-N-98103/unit-7/home/28963109
2643,Townhouse 2018,114 N 39th St Seattle WA 98103,Fremont,649990.0,1,1.5,912,1176,35,212.,http://www.redfin.com/WA/Seattle/114-N-39th-St-98103/home/303669
2644,Townhouse 2018,8836 Midvale Ave N Unit B Seattle WA 98103,Green Lake,649800.0,3,2,157,1303,39,212.,http://www.redfin.com/WA/Seattle/8836-Midvale-Ave-N-98103/unit-B/home/2117202
2645,Condo/Co-op 2018,8816 Nesbit Ave N #301 Seattle WA 98103,Green Lake,308750.0,2,1.5,679,97298,39,367.,http://www.redfin.com/WA/Seattle/8816-Nesbit-Ave-N-98103/unit-301/home/12538856
2646,Condo/Co-op 2018,3401 Wallingford Ave N #105 Seattle WA 98103,Wallingford,459900.0,2,1,661,20520,39,363.,http://www.redfin.com/WA/Seattle/3401-Wallingford-Ave-N-98103/unit-105/home/12091223
2647,Townhouse 2018,806 N 49th St Seattle WA 98103,Green Lake,750000.0,3,3,136,1253,40,212.,http://www.redfin.com/WA/Seattle/806-N-49th-St-98103/home/12537762
2648,Townhouse 2018,932 N 96th St Seattle WA 98103,Greenwood,695000.0,3,2.25,165,1566,40,212.,http://www.redfin.com/WA/Seattle/932-N-96th-St-98103/home/39586503
2649,Townhouse 2018,927 N 97th St Unit C Seattle WA 98103,Greenwood,699950.0,3,2.5,156,1548,40,212.,http://www.redfin.com/WA/Seattle/927-N-97th-St-98103/unit-C/home/22720168
2650,Condo/Co-op 2018,9300 Stone Ave N #201 Seattle WA 98103,Licton Springs,410000.0,2,1,834,8472,42,419.,http://www.redfin.com/WA/Seattle/9300-Stone-Ave-N-98103/unit-201/home/14198
2651,Townhouse 2018,8515 Stone Ave N Unit B Seattle WA 98103,Green Lake,659950.0,3,2.5,145,1328,46,212.,http://www.redfin.com/WA/Seattle/8515-Stone-Ave-N-98103/unit-B/home/2076138
2652,Single Family Residential 2018,350 N 79TH St Seattle WA 98103,Greenwood,849000.0,3,1,232,4200,47,212.,http://www.redfin.com/WA/Seattle/350-N-79th-St-98103/home/300290
2653,Condo/Co-op 2018,7600 Greenwood Ave N #203 Seattle WA 98103,Greenwood,215000.0,0,1,335,7896,47,210.,http://www.redfin.com/WA/Seattle/7600-Greenwood-Ave-N-98103/unit-203/home/12091163
2654,Other 2018,2143 N Northlake Wy #35 Seattle WA 98103,Lake Union,285000.0,1,1,450,1,51,420.,http://www.redfin.com/WA/Seattle/2143-N-Northlake-Way-98103/unit-35/home/102188404
2655,Townhouse 2018,1120 N 92nd St Unit A Seattle WA 98103,Seattle,575000.0,2,1.5,990,1038,60,212.,http://www.redfin.com/WA/Seattle/N-92nd-St-Unknown/home/104867
2656,Condo/Co-op 2018,3420 Burke Ave N Unit A101 Seattle WA 98103,Wallingford,399000.0,1,1,525,14394,60,268.,http://www.redfin.com/WA/Seattle/3420-Burke-Ave-N-98103/unit-A-101/home/16863
2657,Single Family Residential 2018,605 N 42nd St Seattle WA 98103,Fremont,875000.0,3,2,148,1600,67,212.,http://www.redfin.com/WA/Seattle/605-N-42nd-St-98103/home/303243
2658,Condo/Co-op 2018,9200 Greenwood Ave N #309 Seattle WA 98103,Greenwood,239000.0,0,1,514,17727,68,291.,http://www.redfin.com/WA/Seattle/9200-Greenwood-Ave-N-98103/unit-309/home/2118072
2659,Single Family Residential 2018,937 N 71st St Seattle WA 98103,Green Lake,1495000.0,4,2.75,374,8448,68,212.,http://www.redfin.com/WA/Seattle/937-N-71st-St-98103/home/300982
2660,Townhouse 2018,5011 Phinney Ave N Unit B Seattle WA 98103,Phinney Ridge,879950.0,2,2.5,138,953,68,100.,http://www.redfin.com/WA/Seattle/5011-Phinney-Ave-N-98103/unit-B/home/8189555
2661,Other 2018,2401 N Northlake Wy Unit F-2 Seattle WA 98103,Lake Union,475000.0,1,1,670,510,69,212.,http://www.redfin.com/WA/Seattle/2401-N-Northlake-Way-98103/unit-F2/home/44642015
2662,Single Family Residential 2018,120 N 46th St Seattle WA 98103,Fremont,890000.0,4,1.75,298,2820,70,212.,http://www.redfin.com/WA/Seattle/120-N-46th-St-98103/home/302429
2663,Single Family Residential 2018,2356 N 58th St Seattle WA 98103,Green Lake,1795000.0,5,3.25,313,3400,71,212.,http://www.redfin.com/WA/Seattle/2356-N-58th-St-98103/home/305295
2664,Condo/Co-op 2018,308 N 68th St #301 Seattle WA 98103,Phinney Ridge,799000.0,2,1.75,100,97298,74,555.,http://www.redfin.com/WA/Seattle/308-N-68th-St-98103/unit-301/home/146178336
2665,Single Family Residential 2018,107 N 51st St Seattle WA 98103,Phinney Ridge,1770000.0,5,4.25,340,3000,81,212.,http://www.redfin.com/WA/Seattle/107-N-51st-St-98103/home/298622
2666,Condo/Co-op 2018,4020 Aurora Ave N #103 Seattle WA 98103,Wallingford,349888.0,1,1,538,18528,82,295.,http://www.redfin.com/WA/Seattle/4020-Aurora-Ave-N-98103/unit-103/home/40917
2667,Single Family Residential 2018,1914 N 37th St Seattle WA 98103,Wallingford,1400000.0,4,2.5,253,3600,87,212.,http://www.redfin.com/WA/Seattle/1914-N-37th-St-98103/home/120142
2668,Condo/Co-op 2018,308 N 68th St #404 Seattle WA 98103,Phinney Ridge,955000.0,2,1.75,103,97298,96,555.,http://www.redfin.com/WA/Seattle/308-N-68th-St-98103/unit-404/home/146047815
2669,Townhouse 2018,4612 Interlake Ave N Seattle WA 98103,Wallingford,738000.0,2,1.5,113,1339,102,212.,http://www.redfin.com/WA/Seattle/4612-Interlake-Ave-N-98103/home/8188125
2670,Other 2018,2401 N Northlake Wy Unit D1 Seattle WA 98103,Lake Union,275000.0,1,0.75,212,336,104,212.,http://www.redfin.com/WA/Seattle/2401-N-Northlake-Way-98103/unit-D-1/home/112977455
2671,Condo/Co-op 2018,308 N 68th St #204 Seattle WA 98103,Phinney Ridge,559900.0,1,1,703,97298,104,399.,http://www.redfin.com/WA/Seattle/308-N-68th-St-98103/unit-204/home/145996566
2672,Condo/Co-op 2018,308 N 68th St #405 Seattle WA 98103,Phinney Ridge,759950.0,1,1.5,836,97298,110,468.,http://www.redfin.com/WA/Seattle/308-N-68th-St-98103/unit-405/home/145901941
2673,Single Family Residential 2018,1708 N 85th St Seattle WA 98103,Green Lake,895000.0,5,2.75,232,6046,117,212.,http://www.redfin.com/WA/Seattle/1708-N-85th-St-98103/home/105040
2674,Single Family Residential 2018,6238 Woodlawn Ave N Seattle WA 98103,Green Lake,1885000.0,6,3,454,5700,117,212.,http://www.redfin.com/WA/Seattle/6238-Woodlawn-Ave-N-98103/home/305469
2675,Other 2018,2143 N Northlake Wy Unit A33 Seattle WA 98103,Wallingford,949000.0,1,1.25,616,515,119,332.,http://www.redfin.com/WA/Seattle/2143-N-Northlake-Way-98103/unit-A33/home/145751494
2676,Other 2018,2143 N Northlake Wy Unit A-3 Seattle WA 98103,Lake Union,315000.0,1,0.75,300,1,129,363.,http://www.redfin.com/WA/Seattle/2143-N-Northlake-Way-98103/unit-A-3/home/145638707
2677,Townhouse 2018,1416 N 46th St Unit E Seattle WA 98103,Wallingford,949950.0,2,2,137,950,130,212.,http://www.redfin.com/WA/Seattle/1416-N-46th-St-98103/unit-E/home/145853361
2678,Single Family Residential 2018,3523 Bagley Ave N Seattle WA 98103,Wallingford,1850000.0,5,2.75,272,9600,138,212.,http://www.redfin.com/WA/Seattle/3523-Bagley-Ave-N-98103/home/120496
2679,Multi-Family (2-4 Unit) 2018,3830 Interlake Ave N Seattle WA 98103,Fremont,2350000.0,8,7,429,6600,155,212.,http://www.redfin.com/WA/Seattle/3830-Interlake-Ave-N-98103/home/2092528
2680,Multi-Family (5+ Unit) 2018,8600 Aurora Ave N Seattle WA 98103,Seattle,3800000.0,5,4.75,967,19993,197,212.,http://www.redfin.com/WA/Seattle/8600-Aurora-Ave-N-98103/home/40402437
2681,Single Family Residential 2018,15431 260th Ave SE Issaquah WA 98027,Mirrormont,850000.0,4,2.25,312,36448,54,212.,http://www.redfin.com/WA/Issaquah/15431-260th-Ave-SE-98027/home/425260
